Month/Year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI(Monthly),Avg.AQI(Monthly)
,28/07/2022,Delhi - Punjabi Bagh,32.62,60.85,19.64,10.71,9.27,0.43,20.96,69.00 ,
,29/07/2022,Delhi - Punjabi Bagh,30.73,57.54,16.09,11.33,15.19,0.42,31.43,65.00 ,
,30/07/2022,Delhi - Punjabi Bagh,33.73,73.24,17.28,9.69,11.62,0.43,7.98,54.00 ,
,31/07/2022,Delhi - Punjabi Bagh,33.77,74.43,18.51,9.8,8.98,0.4,8.27,71.00 ,
Aug/22,01/08/2022,Delhi - Punjabi Bagh,30.2,77.25,15.47,10.67,10.27,0.38,9.03,,91.33 
,02/08/2022,Delhi - Punjabi Bagh,34.4,84.25,18.63,11.96,17.1,0.42,24.52,78.00 ,
,03/08/2022,Delhi - Punjabi Bagh,49.45,130.01,27.18,16.01,11.15,0.5,19.33,108.00 ,
,04/08/2022,Delhi - Punjabi Bagh,58.47,102.69,27.11,15.55,10.74,0.57,14.38,125.00 ,
,05/08/2022,Delhi - Punjabi Bagh,48.64,85.44,26.38,16.46,10.86,0.59,11.59,,
,06/08/2022,Delhi - Punjabi Bagh,63.09,122.31,28.23,15.54,13.85,0.55,25.06,124.00 ,
,07/08/2022,Delhi - Punjabi Bagh,59.83,106.02,26.79,13.46,15.23,0.49,14.14,,
,08/08/2022,Delhi - Punjabi Bagh,51.7,113.03,27.69,15.2,16.68,0.59,27.15,94.00 ,
,09/08/2022,Delhi - Punjabi Bagh,50.55,133.45,27.23,13.06,15.69,0.67,25.48,,
,10/08/2022,Delhi - Punjabi Bagh,41.13,113.41,24.21,16.37,24.91,0.37,23.69,,
,11/08/2022,Delhi - Punjabi Bagh,15.22,81.26,26.4,18.82,17.3,0.72,20.35,,
,12/08/2022,Delhi - Punjabi Bagh,24.37,79.2,27.77,23.85,17.07,0.44,26.97,,
,13/08/2022,Delhi - Punjabi Bagh,31.61,67.17,26.19,11.43,13.71,0.43,33.33,74.00 ,
,14/08/2022,Delhi - Punjabi Bagh,33.15,75.97,26.3,8.24,15.29,0.23,31.52,64.00 ,
,15/08/2022,Delhi - Punjabi Bagh,25.56,64.4,21.93,9.02,16.52,1,29.44,72.00 ,
,16/08/2022,Delhi - Punjabi Bagh,17,72.76,24.17,9.2,18.48,0.41,27.19,74.00 ,
,17/08/2022,Delhi - Punjabi Bagh,17.88,45.4,21.7,8.46,15.96,0.4,27.82,46.00 ,
,18/08/2022,Delhi - Punjabi Bagh,23.86,61.05,20.78,8.9,25.24,0.42,33.21,57.00 ,
,19/08/2022,Delhi - Punjabi Bagh,39.91,78.87,22.41,9.19,43.63,0.6,14.76,72.00 ,
,20/08/2022,Delhi - Punjabi Bagh,37.57,99.3,27.4,8.75,39.97,0.51,21.36,82.00 ,
,21/08/2022,Delhi - Punjabi Bagh,54.34,127.54,26.25,8.62,36.41,0.43,26.93,63.00 ,
,22/08/2022,Delhi - Punjabi Bagh,48.61,122.14,30.75,14.96,42.73,0.5,20.37,115.00 ,
,23/08/2022,Delhi - Punjabi Bagh,36.44,89.83,26.45,25.15,33.62,0.52,33.43,99.00 ,
,24/08/2022,Delhi - Punjabi Bagh,26.42,65.79,26.21,23.89,28.55,0.62,14.31,57.00 ,
,25/08/2022,Delhi - Punjabi Bagh,40.25,104.89,29.4,8.73,15.17,0.53,26.67,83.00 ,
,26/08/2022,Delhi - Punjabi Bagh,44.68,106.91,25.18,8.05,22.21,0.47,21.25,112.00 ,
,27/08/2022,Delhi - Punjabi Bagh,39.48,110.54,22.9,7.38,3.82,0.46,19.18,100.00 ,
,28/08/2022,Delhi - Punjabi Bagh,44.97,149.62,22.8,6.91,2.38,0.41,20.96,118.00 ,
,29/08/2022,Delhi - Punjabi Bagh,46.45,145.09,25.08,6.53,10.91,0.45,40.39,139.00 ,
,30/08/2022,Delhi - Punjabi Bagh,54.18,137.48,29.87,6.98,3.32,0.61,28.89,116.00 ,
,31/08/2022,Delhi - Punjabi Bagh,47.69,123.84,23.06,9.15,9.3,0.52,80.2,120.00 ,
Sep/22,01/09/2022,Delhi - Punjabi Bagh,49.45,119.3,23.88,9.63,4.41,0.5,22.74,116.00 ,106.25 
,02/09/2022,Delhi - Punjabi Bagh,48.15,116.39,28.85,9.61,10.55,0.58,29.39,105.00 ,
,03/09/2022,Delhi - Punjabi Bagh,35.21,100.45,22.14,10.14,9.14,0.42,21.62,104.00 ,
,04/09/2022,Delhi - Punjabi Bagh,31.72,89.85,20.16,7.98,8.32,0.5,24.82,91.00 ,
,05/09/2022,Delhi - Punjabi Bagh,31.98,93.65,21.41,7.96,7.51,0.53,29.92,87.00 ,
,06/09/2022,Delhi - Punjabi Bagh,40.89,121,24.99,7.71,5.12,0.51,27.29,112.00 ,
,07/09/2022,Delhi - Punjabi Bagh,53.31,141.16,30.34,8.27,8.29,0.59,31.16,124.00 ,
,08/09/2022,Delhi - Punjabi Bagh,76.43,167.91,32.83,8.75,8.34,0.68,41.1,135.00 ,
,09/09/2022,Delhi - Punjabi Bagh,66.35,131.99,30.56,9.46,4.93,0.66,22.08,131.00 ,
,10/09/2022,Delhi - Punjabi Bagh,58.05,109.21,28.79,9.26,3.5,0.63,27.22,123.00 ,
,11/09/2022,Delhi - Punjabi Bagh,38.01,85.94,28.73,8.63,7.07,0.61,33.57,82.00 ,
,12/09/2022,Delhi - Punjabi Bagh,30.17,84.85,28.94,8.91,8.13,0.56,43.46,86.00 ,
,13/09/2022,Delhi - Punjabi Bagh,33.3,89.36,29.76,7.84,20.57,0.63,64.91,89.00 ,
,14/09/2022,Delhi - Punjabi Bagh,30.21,78.43,23.02,7.81,16.92,0.64,39.02,77.00 ,
,15/09/2022,Delhi - Punjabi Bagh,20.24,50,23,9.78,15.49,0.67,18.28,73.00 ,
,16/09/2022,Delhi - Punjabi Bagh,25.26,42.82,30.54,8.46,10.7,0.64,17.92,49.00 ,
,17/09/2022,Delhi - Punjabi Bagh,43.57,102.98,26.11,7.49,20.23,0.32,9.36,71.00 ,
,18/09/2022,Delhi - Punjabi Bagh,53.88,139.15,29.22,7.45,24.18,0.56,13.96,,
,19/09/2022,Delhi - Punjabi Bagh,81.42,190.12,31.42,10.13,28.53,0.65,11.2,196.00 ,
,20/09/2022,Delhi - Punjabi Bagh,61.14,136.98,31.92,11.28,40.27,0.79,12.68,148.00 ,
,21/09/2022,Delhi - Punjabi Bagh,57.32,126.71,31.84,11.37,29.99,0.7,7.18,116.00 ,
,22/09/2022,Delhi - Punjabi Bagh,38.16,73.59,24.66,12.38,40.9,0.56,5.7,76.00 ,
,23/09/2022,Delhi - Punjabi Bagh,35,51.23,29.79,12.23,9.54,0.6,5.73,,
,24/09/2022,Delhi - Punjabi Bagh,32.18,53.42,24.73,12.83,10.09,0.67,6.72,40.00 ,
,25/09/2022,Delhi - Punjabi Bagh,32.52,69.98,22.08,13.27,8.17,0.67,10.6,44.00 ,
,26/09/2022,Delhi - Punjabi Bagh,67.95,151.15,28.9,13.21,7.27,0.71,10.3,136.00 ,
,27/09/2022,Delhi - Punjabi Bagh,46.34,124.98,27.72,12.88,19.03,0.6,13.06,111.00 ,
,28/09/2022,Delhi - Punjabi Bagh,59.68,163.84,28.98,12.97,6.34,0.63,14.32,139.00 ,
,29/09/2022,Delhi - Punjabi Bagh,65.75,158.78,30.79,13.07,7.58,0.66,16,139.00 ,
,30/09/2022,Delhi - Punjabi Bagh,87.45,180.75,30.93,12.86,9.94,0.69,17.84,175.00 ,
Oct/22,01/10/2022,Delhi - Punjabi Bagh,89.28,196.48,32.66,12.84,11.77,0.73,20.16,195.00 ,219.03 
,02/10/2022,Delhi - Punjabi Bagh,74.86,184.39,29.31,13.41,10.98,0.62,19.67,181.00 ,
,03/10/2022,Delhi - Punjabi Bagh,43.06,135.16,25.38,13.05,9.49,0.53,18.71,127.00 ,
,04/10/2022,Delhi - Punjabi Bagh,64.18,168.78,30.59,12.73,25.36,1.1,19.44,137.00 ,
,05/10/2022,Delhi - Punjabi Bagh,105.01,223.78,31.84,12.72,26.35,0.71,25.49,223.00 ,
,06/10/2022,Delhi - Punjabi Bagh,39.15,86.92,21.75,13.06,17.72,0.5,10.42,111.00 ,
,07/10/2022,Delhi - Punjabi Bagh,28.61,78.87,21.89,13.73,11.52,0.66,8.26,78.00 ,
,08/10/2022,Delhi - Punjabi Bagh,29.16,48.96,21.64,13.68,11.99,0.54,8.6,68.00 ,
,09/10/2022,Delhi - Punjabi Bagh,25.69,42.15,18.11,13.82,12.73,0.6,21.05,34.00 ,
,10/10/2022,Delhi - Punjabi Bagh,22.22,69.08,20,13.55,12.88,0.55,10.53,47.00 ,
,11/10/2022,Delhi - Punjabi Bagh,50.58,113.72,27.52,13.17,14.19,0.61,20.36,88.00 ,
,12/10/2022,Delhi - Punjabi Bagh,81.65,160.77,25.87,13.78,15.69,0.5,20.4,177.00 ,
,13/10/2022,Delhi - Punjabi Bagh,58.71,144.62,24.46,13.48,15.07,0.41,22.63,126.00 ,
,14/10/2022,Delhi - Punjabi Bagh,79.51,177.18,27.28,13.36,17.28,0.5,32.22,153.00 ,
,15/10/2022,Delhi - Punjabi Bagh,100.5,232.96,34.88,13.02,23.31,0.8,28.47,185.00 ,
,16/10/2022,Delhi - Punjabi Bagh,123.43,269,34.74,12.77,19.62,0.81,31.17,263.00 ,
,17/10/2022,Delhi - Punjabi Bagh,125.47,273.01,43.36,17.26,19.04,0.78,34.75,249.00 ,
,18/10/2022,Delhi - Punjabi Bagh,130.18,308.57,52.7,19.48,9.65,1.2,34.5,256.00 ,
,19/10/2022,Delhi - Punjabi Bagh,94.29,255.95,57.76,18.48,5.82,0.83,31.42,224.00 ,
,20/10/2022,Delhi - Punjabi Bagh,109.39,270.72,59.57,19.41,15.71,0.83,39.68,216.00 ,
,21/10/2022,Delhi - Punjabi Bagh,135.97,301.93,58.43,20.58,9.47,0.98,30.03,274.00 ,
,22/10/2022,Delhi - Punjabi Bagh,144.13,287.47,45.55,22.07,11.79,0.5,26.61,285.00 ,
,23/10/2022,Delhi - Punjabi Bagh,140.25,270.89,48.68,22.42,9.59,0.77,37.45,265.00 ,
,24/10/2022,Delhi - Punjabi Bagh,172.15,325.29,39.89,25.32,9.96,0.72,47.61,324.00 ,
,25/10/2022,Delhi - Punjabi Bagh,167.24,282.56,33.39,26.24,6.02,0.7,43.56,322.00 ,
,26/10/2022,Delhi - Punjabi Bagh,147.65,277.81,45.1,28.38,7.47,0.91,41.47,289.00 ,
,27/10/2022,Delhi - Punjabi Bagh,190.74,406.49,64.43,33.66,6.59,2.07,36.05,348.00 ,
,28/10/2022,Delhi - Punjabi Bagh,256.79,447.29,78.65,33.11,3.76,1.87,36.43,379.00 ,
,29/10/2022,Delhi - Punjabi Bagh,283.75,455.68,73.56,32.16,7.61,1.87,32.21,429.00 ,
,30/10/2022,Delhi - Punjabi Bagh,204.63,424.57,66.5,32.08,7.27,1.56,31.02,347.00 ,
,31/10/2022,Delhi - Punjabi Bagh,246.58,521.45,98.41,34.51,11.21,1.94,47.47,390.00 ,
Nov/22,01/11/2022,Delhi - Punjabi Bagh,167.06,460.43,87.78,30.09,10.86,1.54,53.88,426.00 ,323.77 
,02/11/2022,Delhi - Punjabi Bagh,164.48,420.94,61.39,28.87,5.89,1.01,35.68,353.00 ,
,03/11/2022,Delhi - Punjabi Bagh,287.31,675.49,66.52,30.9,5.18,1.21,32.21,412.00 ,
,04/11/2022,Delhi - Punjabi Bagh,224.72,502,102.29,32.61,9.15,1.45,44.99,372.00 ,
,05/11/2022,Delhi - Punjabi Bagh,123.72,313.75,51.75,29.34,9.74,0.57,34.26,320.00 ,
,06/11/2022,Delhi - Punjabi Bagh,127.7,277.67,47.85,29.32,14.31,1.01,49.21,265.00 ,
,07/11/2022,Delhi - Punjabi Bagh,213.07,342.17,49.33,30.24,10.9,1.48,30.15,349.00 ,
,08/11/2022,Delhi - Punjabi Bagh,262.03,379.33,42.06,31.32,6.88,1.22,27.48,381.00 ,
,09/11/2022,Delhi - Punjabi Bagh,109.29,218.54,48.75,24.96,6.5,1.59,32.4,260.00 ,
,10/11/2022,Delhi - Punjabi Bagh,164.05,264.57,45.26,26.44,4.93,1.38,28.08,291.00 ,
,11/11/2022,Delhi - Punjabi Bagh,247.14,337.57,38.23,24.5,6.8,1.12,28.05,368.00 ,
,12/11/2022,Delhi - Punjabi Bagh,211.75,293.85,37.79,22.49,8.27,1.17,35.4,319.00 ,
,13/11/2022,Delhi - Punjabi Bagh,185.2,274.73,41.95,23.8,7.49,1.69,34.22,322.00 ,
,14/11/2022,Delhi - Punjabi Bagh,150.24,257.72,48.13,25.62,8.75,1.5,33.09,302.00 ,
,15/11/2022,Delhi - Punjabi Bagh,109.27,217.49,44.52,24.42,7.96,1.35,28.82,241.00 ,
,16/11/2022,Delhi - Punjabi Bagh,123.06,195.33,35.42,23.45,8.62,0.97,27.19,276.00 ,
,17/11/2022,Delhi - Punjabi Bagh,161.86,238.72,37.44,22.31,5.75,1,14.39,265.00 ,
,18/11/2022,Delhi - Punjabi Bagh,180.53,276.2,41.31,22.48,7.15,1.24,11.95,316.00 ,
,19/11/2022,Delhi - Punjabi Bagh,153.82,275.12,44.94,23.28,5.75,1.4,10.44,281.00 ,
,20/11/2022,Delhi - Punjabi Bagh,186.25,284.56,47.8,22.74,6.63,1.15,9.14,331.00 ,
,21/11/2022,Delhi - Punjabi Bagh,151.51,252.59,49.91,21.89,6.6,1.05,9.1,314.00 ,
,22/11/2022,Delhi - Punjabi Bagh,125.79,218.45,47.3,21.64,7.54,1.02,12.93,264.00 ,
,23/11/2022,Delhi - Punjabi Bagh,118.47,221.03,47.79,21.71,12.11,0.92,12.74,259.00 ,
,24/11/2022,Delhi - Punjabi Bagh,128.74,244.47,49.13,21.67,9.66,1.13,9.77,229.00 ,
,25/11/2022,Delhi - Punjabi Bagh,182.53,337.53,46.03,24.2,12.88,1.71,7.18,319.00 ,
,26/11/2022,Delhi - Punjabi Bagh,203.86,335.24,59.01,23.18,8.71,1.42,7.5,364.00 ,
,27/11/2022,Delhi - Punjabi Bagh,185.46,324.04,58.72,23.38,9.48,1.44,7.02,344.00 ,
,28/11/2022,Delhi - Punjabi Bagh,220.61,405.37,52.58,26.62,9.41,1.85,12.9,348.00 ,
,29/11/2022,Delhi - Punjabi Bagh,319.75,514.39,54.81,29.84,13.03,2.26,6.95,419.00 ,
,30/11/2022,Delhi - Punjabi Bagh,257.48,397.48,53.42,28.1,8.49,1.67,6.86,403.00 ,
Dec/22,01/12/2022,Delhi - Punjabi Bagh,266.58,413.32,59.43,27.3,9.67,1.53,6.8,401.00 ,336.53 
,02/12/2022,Delhi - Punjabi Bagh,231.96,405.85,54.85,28.94,10.26,1.76,6.89,390.00 ,
,03/12/2022,Delhi - Punjabi Bagh,274.23,460.95,61.73,32.4,9.88,2.4,9.08,380.00 ,
,04/12/2022,Delhi - Punjabi Bagh,309.73,442.05,62.34,32.84,9.82,1.62,8.9,449.00 ,
,05/12/2022,Delhi - Punjabi Bagh,215.27,329.15,56.81,29.63,11.45,0.99,8.62,366.00 ,
,06/12/2022,Delhi - Punjabi Bagh,204.72,304.45,58.18,28.67,11.02,1.79,10.09,371.00 ,
,07/12/2022,Delhi - Punjabi Bagh,151.78,237.21,54.32,27.2,11.11,1.77,10.57,330.00 ,
,08/12/2022,Delhi - Punjabi Bagh,155.22,249.84,56.01,27.76,8.98,1.2,8.9,303.00 ,
,09/12/2022,Delhi - Punjabi Bagh,176.11,317.83,56.07,29.67,10.17,1.66,8.28,322.00 ,
,10/12/2022,Delhi - Punjabi Bagh,220.04,427.92,55.63,34.62,11.18,1.99,9.27,366.00 ,
,11/12/2022,Delhi - Punjabi Bagh,144.32,228.48,59.61,32.23,7.13,1.13,6.65,322.00 ,
,12/12/2022,Delhi - Punjabi Bagh,97.83,189.6,52.15,30.05,9.04,0.86,7.86,215.00 ,
,13/12/2022,Delhi - Punjabi Bagh,68.01,158.33,48.64,33.48,10.89,0.68,11.45,159.00 ,
,14/12/2022,Delhi - Punjabi Bagh,90.29,174.51,61.34,40.58,2.73,0.52,9.31,165.00 ,
,15/12/2022,Delhi - Punjabi Bagh,96.93,185.68,127.17,75.85,15.31,0.59,8.83,208.00 ,
,16/12/2022,Delhi - Punjabi Bagh,136.06,252.05,130.28,76.44,5.88,0.88,10.41,251.00 ,
,17/12/2022,Delhi - Punjabi Bagh,159.76,329.16,77.95,51.5,8.63,1.17,8.14,,
,18/12/2022,Delhi - Punjabi Bagh,239.03,440.31,64.22,37.64,7.53,1.26,7.8,335.00 ,
,19/12/2022,Delhi - Punjabi Bagh,312.99,421.35,70.58,38.72,6.97,1.07,8.14,434.00 ,
,20/12/2022,Delhi - Punjabi Bagh,234.38,324.26,67.49,35.45,8.7,0.86,7.43,403.00 ,
,21/12/2022,Delhi - Punjabi Bagh,222.59,336.81,66.14,35.01,3.47,0.67,7.46,354.00 ,
,22/12/2022,Delhi - Punjabi Bagh,221.41,326.03,62.77,35.08,4.96,0.7,7.36,375.00 ,
,23/12/2022,Delhi - Punjabi Bagh,228.22,348.14,67.06,34.78,5.87,0.79,7.4,375.00 ,
,24/12/2022,Delhi - Punjabi Bagh,195.33,272.72,63.19,34.12,6.26,0.6,7.27,374.00 ,
,25/12/2022,Delhi - Punjabi Bagh,196.85,275.06,59.71,32.72,5.97,0.62,7.5,346.00 ,
,26/12/2022,Delhi - Punjabi Bagh,201.19,290.62,59.87,33.48,10.81,0.81,7.28,351.00 ,
,27/12/2022,Delhi - Punjabi Bagh,204.45,266.86,59.88,36.48,12.03,0.69,7.68,369.00 ,
,28/12/2022,Delhi - Punjabi Bagh,177.36,266.82,56.53,35.34,13.26,0.96,9.12,356.00 ,
,29/12/2022,Delhi - Punjabi Bagh,208.95,336.18,62.96,37.15,12.31,1.35,11.13,332.00 ,
,30/12/2022,Delhi - Punjabi Bagh,279,416.93,59.79,39.19,8.88,1.25,18.12,417.00 ,
,31/12/2022,Delhi - Punjabi Bagh,128.48,247.89,55.13,37.72,9.24,0.54,9.66,277.00 ,
Jan/23,01/01/2023,Delhi - Punjabi Bagh,154.52,245.45,59.15,36.26,10.55,0.93,7.17,297,332.90 
,02/01/2023,Delhi - Punjabi Bagh,281.05,385.39,65.88,38.3,9.58,0.67,7.17,388,
,03/01/2023,Delhi - Punjabi Bagh,269.89,370.26,63.65,34.9,9.87,0.53,6.86,412,
,04/01/2023,Delhi - Punjabi Bagh,193.79,267.61,61.39,32.11,10.33,0.62,6.88,362,
,05/01/2023,Delhi - Punjabi Bagh,232.58,319.27,61.81,33.41,11.65,0.72,7,367,
,06/01/2023,Delhi - Punjabi Bagh,301.28,447.99,63.38,32.67,12.7,0.67,9.49,422,
,07/01/2023,Delhi - Punjabi Bagh,237.41,375.49,63.69,31.18,12.2,0.51,6.85,405,
,08/01/2023,Delhi - Punjabi Bagh,264.02,413.4,66.4,34.47,13,0.8,7.06,382,
,09/01/2023,Delhi - Punjabi Bagh,377.17,602.92,70.76,41.98,13.13,1.1,9.93,443,
,10/01/2023,Delhi - Punjabi Bagh,258.85,323.55,66.83,36.34,13.28,0.79,9.02,428,
,11/01/2023,Delhi - Punjabi Bagh,194.01,305.58,72.21,38.92,15.33,0.99,8.37,340,
,12/01/2023,Delhi - Punjabi Bagh,228.14,341.7,63.31,35.75,13.42,2.22,7.55,391,
,13/01/2023,Delhi - Punjabi Bagh,248.89,339.15,68.12,37.79,13.49,1.27,7.47,397,
,14/01/2023,Delhi - Punjabi Bagh,160.02,236.11,64.12,33.93,14.76,0.56,7.04,358,
,15/01/2023,Delhi - Punjabi Bagh,101.95,195.27,60.36,26.72,11.94,0.62,7.11,233,
,16/01/2023,Delhi - Punjabi Bagh,147.45,257.45,68.8,27.39,12.75,0.65,7.13,279,
,17/01/2023,Delhi - Punjabi Bagh,159.96,269,66.23,27.83,12.63,0.95,8.71,294,
,18/01/2023,Delhi - Punjabi Bagh,222.26,379.79,66.15,28.79,12.24,1.45,7.16,328,
,19/01/2023,Delhi - Punjabi Bagh,196.76,351.08,77.81,30.03,12.14,1.51,7.16,347,
,20/01/2023,Delhi - Punjabi Bagh,94.48,180.96,77.12,30.16,11.09,0.31,7.28,245,
,21/01/2023,Delhi - Punjabi Bagh,244.39,400.17,80.55,33.59,12.23,1.71,7.34,360,
,22/01/2023,Delhi - Punjabi Bagh,284.03,435.44,79.29,35.41,12.63,0.97,7.21,437,
,23/01/2023,Delhi - Punjabi Bagh,155.71,345.32,74.84,35.24,14.43,1.25,7.86,287,
,24/01/2023,Delhi - Punjabi Bagh,96.37,184.13,75.85,38.38,8.94,0.59,7.47,245,
,25/01/2023,Delhi - Punjabi Bagh,123.17,201.21,73.39,40.12,15.95,0.79,7.25,192,
,26/01/2023,Delhi - Punjabi Bagh,158.16,211.69,73.26,38.95,12.86,0.48,7.16,328,
,27/01/2023,Delhi - Punjabi Bagh,100.65,172.17,72.18,32.49,8.77,0.48,7.21,263,
,28/01/2023,Delhi - Punjabi Bagh,133.06,236.84,79.17,32.24,14.3,0.71,7.4,254,
,29/01/2023,Delhi - Punjabi Bagh,198.53,289.7,69.38,40.14,16.22,0.83,7.7,344,
,30/01/2023,Delhi - Punjabi Bagh,105.66,162.64,71.86,38.78,20.64,0.9,7.36,263,
,31/01/2023,Delhi - Punjabi Bagh,96.74,148.61,69.19,38.24,11,0.88,7.25,229,
Feb/23,01/02/2023,Delhi - Punjabi Bagh,96.46,167.15,68.22,34.05,13.26,0.46,7.21,193,248.61 
,02/02/2023,Delhi - Punjabi Bagh,95.79,186.74,63.14,33.77,10.56,0.53,13.06,231,
,03/02/2023,Delhi - Punjabi Bagh,118.4,238.47,64.59,34.47,11.04,0.93,12.54,221,
,04/02/2023,Delhi - Punjabi Bagh,143.28,268.32,73.59,35.49,14.99,0.74,7.86,277,
,05/02/2023,Delhi - Punjabi Bagh,122.19,255.91,72.74,34.8,9.66,0.62,7.86,279,
,06/02/2023,Delhi - Punjabi Bagh,164.44,354.67,61.74,41.21,11.07,1.32,7.6,280,
,07/02/2023,Delhi - Punjabi Bagh,129.25,248.7,69.63,36.94,7.38,0.89,7.42,293,
,08/02/2023,Delhi - Punjabi Bagh,73.22,167.09,74.89,32.57,13.25,0.61,7.63,132,
,09/02/2023,Delhi - Punjabi Bagh,92.29,218.31,72.77,32.81,11.56,0.7,8.11,218,
,10/02/2023,Delhi - Punjabi Bagh,87.77,215.72,78.7,34.45,12.46,0.69,7.47,185,
,11/02/2023,Delhi - Punjabi Bagh,152.59,296.85,65.99,33.59,13.22,0.74,13.83,282,
,12/02/2023,Delhi - Punjabi Bagh,52.78,148.72,65.79,26.13,15.43,0.37,7.3,164,
,13/02/2023,Delhi - Punjabi Bagh,45.66,159.53,53.87,22.56,17.48,0.4,13.03,133,
,14/02/2023,Delhi - Punjabi Bagh,65.7,184.75,64.27,24.21,16.93,0.6,11.73,135,
,15/02/2023,Delhi - Punjabi Bagh,96.45,205.23,53.71,19.77,16.81,0.74,8.37,193,
,16/02/2023,Delhi - Punjabi Bagh,171.45,332.51,9.3,3.5,13.85,1.2,8.11,258,
,17/02/2023,Delhi - Punjabi Bagh,265.79,493.97,9.34,3.5,15.41,1.57,18.19,374,
,18/02/2023,Delhi - Punjabi Bagh,235.93,380.28,36.09,15.93,16.57,1.06,12.88,403,
,19/02/2023,Delhi - Punjabi Bagh,201.8,379.32,61.93,26.96,18.92,0.99,7.46,354,
,20/02/2023,Delhi - Punjabi Bagh,136.33,295.45,54.02,26.14,16.34,0.93,10.7,319,
,21/02/2023,Delhi - Punjabi Bagh,134.06,267.69,52.61,24.24,17.49,0.64,7.54,237,
,22/02/2023,Delhi - Punjabi Bagh,152.65,264.04,55.46,22.86,16.63,0.97,7.16,342,
,23/02/2023,Delhi - Punjabi Bagh,92.08,191.75,54.67,21.64,20.61,0.43,10.01,239,
,24/02/2023,Delhi - Punjabi Bagh,84.11,189.24,62,23.2,16.72,0.73,7.2,160,
,25/02/2023,Delhi - Punjabi Bagh,135.86,276.93,63.73,24.66,17.57,0.79,7.18,244,
,26/02/2023,Delhi - Punjabi Bagh,148.46,309.65,62.99,25.44,17.41,0.82,7.09,307,
,27/02/2023,Delhi - Punjabi Bagh,120.05,261.07,65.48,24.77,16.56,0.84,7.03,280,
,28/02/2023,Delhi - Punjabi Bagh,104.72,240.32,63.71,24.54,17.46,0.72,6.92,228,
Mar/23,01/03/2023,Delhi - Punjabi Bagh,86.6,261.85,60.27,25.77,17.44,0.91,7.26,199,179.00 
,02/03/2023,Delhi - Punjabi Bagh,94.52,197.36,60.25,25.22,14.57,0.51,6.99,238,
,03/03/2023,Delhi - Punjabi Bagh,69.75,143.13,57.36,23.04,17.89,0.53,7.06,143,
,04/03/2023,Delhi - Punjabi Bagh,58.35,149.52,58.09,21.66,14.37,0.6,7.31,121,
,05/03/2023,Delhi - Punjabi Bagh,61.47,130.22,53.64,21.55,17.97,0.5,7.46,132,
,06/03/2023,Delhi - Punjabi Bagh,77.75,148.28,56,20.94,18.38,0.67,7.56,156,
,07/03/2023,Delhi - Punjabi Bagh,93.75,174.19,54.33,20.58,17.66,0.74,7.34,185,
,08/03/2023,Delhi - Punjabi Bagh,122.13,188.21,55.14,21.59,13.65,0.83,7.58,224,
,09/03/2023,Delhi - Punjabi Bagh,57.99,121.84,55.39,20.73,19.12,0.54,8.44,109,
,10/03/2023,Delhi - Punjabi Bagh,117.4,201.75,54.1,21.15,15.67,0.79,8.72,222,
,11/03/2023,Delhi - Punjabi Bagh,107.97,203.17,42.17,19.57,15.81,0.76,19.54,225,
,12/03/2023,Delhi - Punjabi Bagh,102.35,245.83,29.24,17.65,15.28,1.1,8.49,199,
,13/03/2023,Delhi - Punjabi Bagh,107.05,216.97,26.81,16.89,19.27,0.92,8.08,238,
,14/03/2023,Delhi - Punjabi Bagh,113.84,207.6,21.87,16.28,17.11,0.73,8.89,234,
,15/03/2023,Delhi - Punjabi Bagh,102.79,221.19,26.96,15.74,18.52,1,9.67,191,
,16/03/2023,Delhi - Punjabi Bagh,115.88,233.8,32.39,17.86,18.5,1.58,14.86,268,
,23/03/2023,Delhi - Punjabi Bagh,89.35,171.85,43.34,16.3,18.56,0.72,9.57,170,
,24/03/2023,Delhi - Punjabi Bagh,95.36,235.29,46.95,17.23,19.1,0.88,11.76,208,
,25/03/2023,Delhi - Punjabi Bagh,45.6,132.51,45.35,13.35,13.63,0.66,9.2,81,
,26/03/2023,Delhi - Punjabi Bagh,71.5,202.79,46.66,12.61,13.61,0.89,8.69,192,
,27/03/2023,Delhi - Punjabi Bagh,66.45,141.81,46.51,13.99,9.91,0.84,8.62,144,
,28/03/2023,Delhi - Punjabi Bagh,74.2,171.55,55.8,15.52,13.93,0.76,7.44,141,
,29/03/2023,Delhi - Punjabi Bagh,90.14,214.06,54.25,15.57,18.54,0.7,7.58,210,
,30/03/2023,Delhi - Punjabi Bagh,78.67,181.92,49.11,13.54,6.91,0.52,8.09,179,
,31/03/2023,Delhi - Punjabi Bagh,38.22,74.63,48.61,12.78,11.2,0.56,8.72,66,
Apr/23,01/04/2023,Delhi - Punjabi Bagh,49.91,126.6,46.47,11.05,10.35,0.54,7.55,86.00 ,85.31 
,02/04/2023,Delhi - Punjabi Bagh,73.81,185.51,41.5,9.96,9.57,0.49,7.44,81,
,03/04/2023,Delhi - Punjabi Bagh,85.66,228.19,42.3,0.1,8.2,0.7,7.3,75,
,04/04/2023,Delhi - Punjabi Bagh,45.92,125.78,46,0.89,9.67,0.43,7.32,71,
,05/04/2023,Delhi - Punjabi Bagh,58.11,168.03,75.54,14.53,11.09,0.64,9.01,106,
