Month/Year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI(Monthly),Avg.AQI(Monthly)
,06/04/2023,Delhi - Punjabi Bagh,43.42,155.38,48.97,9.12,10.75,0.48,7.4,83,
,07/04/2023,Delhi - Punjabi Bagh,49.99,155.92,51.82,8.87,5.96,0.54,7.73,93,
,08/04/2023,Delhi - Punjabi Bagh,76.8,195.06,52.94,8.96,14.59,0.44,8.52,84,
,09/04/2023,Delhi - Punjabi Bagh,125.91,276.51,54.24,9.96,6.93,0.44,8.19,74,
,10/04/2023,Delhi - Punjabi Bagh,97.43,242.63,53.98,10.05,12.48,0.57,8.41,64,
,11/04/2023,Delhi - Punjabi Bagh,145.86,314.14,50.17,10.85,9.86,0.75,8.31,69,
,12/04/2023,Delhi - Punjabi Bagh,88.39,237.86,43.94,10.42,9.83,0.49,8.02,95,
,13/04/2023,Delhi - Punjabi Bagh,114.72,285.73,46.04,10.95,10.67,0.64,8.44,112,
,14/04/2023,Delhi - Punjabi Bagh,131.27,306.14,42.65,11.24,15.77,0.46,9.15,149,
,15/04/2023,Delhi - Punjabi Bagh,115.72,311.91,44.46,12.19,13.38,1.03,11.12,87,
,16/04/2023,Delhi - Punjabi Bagh,77.32,247.22,41.66,11.97,11.5,0.73,17.02,135,
,17/04/2023,Delhi - Punjabi Bagh,72.32,263.51,34.05,10.69,11.36,0.64,10.07,92,
,18/04/2023,Delhi - Punjabi Bagh,79.99,290.41,28.32,10.37,8.11,0.94,8.15,105,
,19/04/2023,Delhi - Punjabi Bagh,61.61,279.53,27.61,8.48,11.81,0.23,8.56,86,
,20/04/2023,Delhi - Punjabi Bagh,70.69,231.36,32.92,10.22,17.22,0.62,8.36,91,
,21/04/2023,Delhi - Punjabi Bagh,66.04,231.94,32.98,11.4,7,0.66,12.08,89,
,22/04/2023,Delhi - Punjabi Bagh,69.15,186.54,56.5,22.22,8.68,0.47,8.65,78,
,23/04/2023,Delhi - Punjabi Bagh,26.92,108.63,44.51,12.1,6.51,2.56,9.83,72,
,24/04/2023,Delhi - Punjabi Bagh,72.55,205.79,56.25,15.51,10.57,1.86,15.92,71,
,25/04/2023,Delhi - Punjabi Bagh,44,138.47,58.32,17.29,8.61,1.42,10.95,52,
,26/04/2023,Delhi - Punjabi Bagh,79.6,258.66,64.08,19.11,11.83,0.93,16.09,50,
,27/04/2023,Delhi - Punjabi Bagh,77.14,221.7,53.62,18.35,7.5,0.62,10.83,78,
,28/04/2023,Delhi - Punjabi Bagh,80.6,207.83,59.71,17.46,7.18,0.86,9.15,67,
,29/04/2023,Delhi - Punjabi Bagh,79.42,229.8,54.49,18.3,23.27,0.57,8.33,79,
,30/04/2023,Delhi - Punjabi Bagh,58.38,126.48,56.19,18.25,19.66,0.07,8.08,,
May/23,01/05/2023,Delhi - Punjabi Bagh,51.66,117.96,48.91,17.08,12.64,0.56,8.06,,66.39 
,02/05/2023,Delhi - Punjabi Bagh,51.67,113.61,46.71,17.11,11.6,0.71,8.01,,
,03/05/2023,Delhi - Punjabi Bagh,54.18,111.61,40.49,17.76,9.72,0.58,9.66,75,
,04/05/2023,Delhi - Punjabi Bagh,79.47,161.39,41.28,18.42,21.81,0.45,11.73,87,
,05/05/2023,Delhi - Punjabi Bagh,98.01,210.33,39.91,18.19,24.22,1.57,9.06,75,
,06/05/2023,Delhi - Punjabi Bagh,132.48,247.03,38.07,14.75,10.17,1.96,9.08,74,
,07/05/2023,Delhi - Punjabi Bagh,85.42,187.25,30.92,12.69,13.37,1.06,9.33,83,
,08/05/2023,Delhi - Punjabi Bagh,58.24,154.19,36.33,12.48,17.79,1.26,8.93,91,
,09/05/2023,Delhi - Punjabi Bagh,128.5,278.13,44.46,16.41,15.99,3.14,12.27,80,
,10/05/2023,Delhi - Punjabi Bagh,104.69,237.36,45.08,17.2,18.19,2.08,11.83,58,
,11/05/2023,Delhi - Punjabi Bagh,158.21,341.88,66.14,27.88,17.83,0.22,10.4,67,
,12/05/2023,Delhi - Punjabi Bagh,97.91,269.46,76.59,28.2,13.68,0.33,9.95,67,
,13/05/2023,Delhi - Punjabi Bagh,96.01,252.63,71.67,27.92,14.87,0.34,11.09,68,
,14/05/2023,Delhi - Punjabi Bagh,99.7,283.21,54.98,26.53,17.14,0.34,10.8,53,
,15/05/2023,Delhi - Punjabi Bagh,37.15,175.55,46.05,24.36,15.19,0.33,10.59,66,
,16/05/2023,Delhi - Punjabi Bagh,141.33,537.75,42.25,23.94,15.56,0.38,12.64,77,
,17/05/2023,Delhi - Punjabi Bagh,101.71,337.13,39.29,25.9,5.4,0.35,13.73,87,
,18/05/2023,Delhi - Punjabi Bagh,42.07,126.3,43.28,50.53,7.15,0.42,13.01,,
,19/05/2023,Delhi - Punjabi Bagh,67.13,175.07,103.1,32.14,10.07,0.36,11.41,63,
,20/05/2023,Delhi - Punjabi Bagh,80.44,210.16,105.87,31.13,9.47,0.35,11.22,56,
,21/05/2023,Delhi - Punjabi Bagh,92.42,251.55,112.86,32.64,11.98,0.38,10.3,55,
,22/05/2023,Delhi - Punjabi Bagh,64.23,263.72,94.18,31.21,6.93,0.41,10,,
,23/05/2023,Delhi - Punjabi Bagh,56.21,268.34,79.71,32.78,6.98,0.41,9.38,51,
,24/05/2023,Delhi - Punjabi Bagh,30.59,129.24,88.91,28.56,5.22,0.39,9.58,50,
,25/05/2023,Delhi - Punjabi Bagh,26.68,116.97,99.4,26.77,7.79,0.37,11.27,45,
,26/05/2023,Delhi - Punjabi Bagh,28.43,95.81,109.05,25.85,9.82,0.37,11.13,47,
,27/05/2023,Delhi - Punjabi Bagh,31.71,87.89,114.49,25.83,7.87,0.44,9.63,52,
Jun/23,04/06/2023,Delhi - Punjabi Bagh,82,199.05,27.77,12.76,14.78,1.96,24.84,57,61.88 
,05/06/2023,Delhi - Punjabi Bagh,74.06,170.47,28.35,11.28,9.51,1.02,26.64,60,
,06/06/2023,Delhi - Punjabi Bagh,73.4,117.65,28.2,10.43,9.88,0.69,30.47,48,
,07/06/2023,Delhi - Punjabi Bagh,67.68,247.61,31.02,9.99,6.21,0.72,26.44,49,
,08/06/2023,Delhi - Punjabi Bagh,53.06,150.14,35.3,9.85,9.92,0.7,28.39,42,
,09/06/2023,Delhi - Punjabi Bagh,44.84,150.31,25.06,9.8,9.1,0.42,23.81,38,
,10/06/2023,Delhi - Punjabi Bagh,37.66,154.58,23.59,9.35,9.98,0.62,19.97,44,
,11/06/2023,Delhi - Punjabi Bagh,40.82,147.31,22.78,8.83,9.13,0.6,29.99,37,
,12/06/2023,Delhi - Punjabi Bagh,52,184.9,26.52,9.14,5.29,0.74,28.4,38,
,13/06/2023,Delhi - Punjabi Bagh,59.86,274.59,26.84,9.47,10.71,0.75,15.14,,
,14/06/2023,Delhi - Punjabi Bagh,42.58,231.99,22.17,8.65,11.21,0.71,17.92,40,
,15/06/2023,Delhi - Punjabi Bagh,35.89,144.63,23.41,7.9,10.15,0.67,18.93,43,
,16/06/2023,Delhi - Punjabi Bagh,36.71,120.13,25.18,8.03,6.4,0.89,17.33,,
,17/06/2023,Delhi - Punjabi Bagh,44.97,118.97,20.66,8.91,7.56,0.75,16.29,43,
,18/06/2023,Delhi - Punjabi Bagh,31.5,123,21.76,7.48,13.62,0.76,18.73,40,
,19/06/2023,Delhi - Punjabi Bagh,46.45,104.89,20.98,8.54,8.79,0.72,11.34,43,
,20/06/2023,Delhi - Punjabi Bagh,47.61,112.46,22.93,8.67,11.23,0.7,15.55,73,
,21/06/2023,Delhi - Punjabi Bagh,47.98,113.85,22.11,14.9,8.09,0.48,13.83,112,
,22/06/2023,Delhi - Punjabi Bagh,48.25,141.48,24.34,8.51,3.37,1.98,12.8,93,
,23/06/2023,Delhi - Punjabi Bagh,58.97,173.74,20.57,8.86,7.59,0.98,12.07,100,
,24/06/2023,Delhi - Punjabi Bagh,64.86,199.53,27.05,10.17,4.74,0.77,12.35,88,
,25/06/2023,Delhi - Punjabi Bagh,35.84,75.73,23.55,10.95,5.49,1.46,13.7,75,
,26/06/2023,Delhi - Punjabi Bagh,65.48,134.81,30.11,10.24,4.14,5.14,13.49,76,
,27/06/2023,Delhi - Punjabi Bagh,50.51,112.57,29.8,9.57,9.76,2.86,14.67,92,
,28/06/2023,Delhi - Punjabi Bagh,51.95,144.29,28.19,9.38,13.61,1,12.27,70,
,29/06/2023,Delhi - Punjabi Bagh,57.42,132.35,25.85,9.74,11.13,1,11.03,79,
,30/06/2023,Delhi - Punjabi Bagh,39.01,82.13,25.5,9.32,10.12,2.4,12.47,67,
Jul/23,01/07/2023,Delhi - Punjabi Bagh,43.54,85.39,25.82,9.36,13.7,1.38,13.67,86,86.76 
,02/07/2023,Delhi - Punjabi Bagh,47.22,94.22,24.39,9.64,10.29,3.86,16.01,84,
,03/07/2023,Delhi - Punjabi Bagh,59.32,135.53,25.54,9.87,14.91,1.73,20.71,71,
,04/07/2023,Delhi - Punjabi Bagh,62.6,131.46,32.24,15.81,13.71,1.74,13.19,43,
,05/07/2023,Delhi - Punjabi Bagh,52.16,95.14,23.79,18.89,10.82,3.2,12.21,85,
,06/07/2023,Delhi - Punjabi Bagh,39.2,90.52,27.2,17.63,18.86,3.28,10.6,80,
,07/07/2023,Delhi - Punjabi Bagh,44.01,96.14,25.31,15.43,15.28,1.82,10.71,73,
,08/07/2023,Delhi - Punjabi Bagh,40.68,62.71,23.85,14.77,15.11,1.83,9.79,63,
,09/07/2023,Delhi - Punjabi Bagh,31.68,40.47,20.9,13.78,17.24,1.79,8.88,78,
,10/07/2023,Delhi - Punjabi Bagh,42.27,67.61,22.29,13.29,13.57,1.64,14.42,73,
,11/07/2023,Delhi - Punjabi Bagh,41.89,83.76,22.87,12.94,19.89,1.84,11.15,86,
,12/07/2023,Delhi - Punjabi Bagh,44.44,88.2,23.16,12.87,16.6,1.85,11.83,91,
,13/07/2023,Delhi - Punjabi Bagh,63.52,123.62,24.26,14.3,17.39,1.82,12,104,
,20/07/2023,Delhi - Punjabi Bagh,53.93,139.35,30.77,12.7,25.66,4.8,33.46,109,
,21/07/2023,Delhi - Punjabi Bagh,57.2,153.31,22.46,12.93,9.3,1.65,13.84,123,
,22/07/2023,Delhi - Punjabi Bagh,44.16,122,23.8,13.06,13.69,1.85,8.61,93,
,23/07/2023,Delhi - Punjabi Bagh,35.58,98.61,23.91,12.98,15.27,1.87,14.38,73,
,24/07/2023,Delhi - Punjabi Bagh,35.05,102.31,24.06,12.58,15.72,1.84,15.27,76,
,25/07/2023,Delhi - Punjabi Bagh,52.52,114.78,23.04,12.4,12.31,1.9,54.47,78,
,26/07/2023,Delhi - Punjabi Bagh,40.01,86.02,25.46,12.28,17.43,1.92,48.37,76,
,27/07/2023,Delhi - Punjabi Bagh,48.07,107.47,24.91,13.34,14.81,2.11,42.4,74,
,28/07/2023,Delhi - Punjabi Bagh,59.99,102.32,19.78,14.52,14.51,2.02,31.31,121,
,29/07/2023,Delhi - Punjabi Bagh,22.31,34.8,13.38,12.4,14.94,1.03,21,107,
,30/07/2023,Delhi - Punjabi Bagh,33.2,58.26,20,19,12.14,4.59,71.59,118,
,31/07/2023,Delhi - Punjabi Bagh,51.83,93.93,23.35,11.51,11.34,1.91,41.4,104,
Aug/23,01/08/2023,Delhi - Punjabi Bagh,30.21,81.81,18.25,12.03,11.15,1.74,17.42,108,96.68 
,02/08/2023,Delhi - Punjabi Bagh,32.17,88.24,17.11,12.83,14.24,2.24,18.47,108,
,03/08/2023,Delhi - Punjabi Bagh,35.99,90.58,18.6,13.07,9.38,0.83,19.61,101,
,04/08/2023,Delhi - Punjabi Bagh,48.69,105.35,22.4,13.61,11.98,0.77,17.88,85,
,05/08/2023,Delhi - Punjabi Bagh,56.86,112.34,24.25,14.61,13.68,0.88,15.54,84,
,06/08/2023,Delhi - Punjabi Bagh,38.56,103.9,17.58,14.31,13.73,0.33,15.76,75,
,07/08/2023,Delhi - Punjabi Bagh,34.63,118.67,16.79,13.12,8.94,0.58,16.62,83,
,08/08/2023,Delhi - Punjabi Bagh,39.25,141.54,15.96,12.44,18.61,0.5,15.88,96,
,09/08/2023,Delhi - Punjabi Bagh,40.96,147.17,17.51,12.17,21.25,0.61,16.81,96,
,10/08/2023,Delhi - Punjabi Bagh,38.77,138.74,19.8,11.89,13.3,1.2,16.46,115,
,11/08/2023,Delhi - Punjabi Bagh,43.4,143.75,20.78,11.31,12.26,0.89,16.63,103,
,12/08/2023,Delhi - Punjabi Bagh,43.55,137.84,17.99,11.18,11.53,1.14,18.39,119,
,13/08/2023,Delhi - Punjabi Bagh,33.14,101.14,17.96,10.51,11.81,0.63,17.95,109,
,14/08/2023,Delhi - Punjabi Bagh,38.31,120.32,23.63,10.56,11.05,0.54,19.44,87,
,15/08/2023,Delhi - Punjabi Bagh,49.68,110.56,24.01,10.26,15.33,0.73,16.59,97,
,16/08/2023,Delhi - Punjabi Bagh,49.21,124.61,24.49,10.43,11.25,0.57,16.15,100,
,17/08/2023,Delhi - Punjabi Bagh,41.02,133.35,24.63,10.21,13.95,0.59,14.79,107,
,18/08/2023,Delhi - Punjabi Bagh,44.98,161.36,22.36,10.08,13.43,0.43,18.2,96,
,19/08/2023,Delhi - Punjabi Bagh,52.3,109.24,27.23,10.48,7.07,0.83,19.95,80,
,20/08/2023,Delhi - Punjabi Bagh,44.75,121.53,25.37,10.17,16.47,0.56,18.14,80,
,21/08/2023,Delhi - Punjabi Bagh,43.47,111.83,22.97,10.08,10.43,0.7,21.37,93,
,22/08/2023,Delhi - Punjabi Bagh,42.38,109.06,24.54,9.87,8.19,0.71,14.59,136,
,23/08/2023,Delhi - Punjabi Bagh,29.86,72.63,19.03,9.79,13.22,0.91,12.46,116,
,24/08/2023,Delhi - Punjabi Bagh,37.42,124.97,16.88,9.52,10.87,0.58,14.57,100,
,25/08/2023,Delhi - Punjabi Bagh,36.39,149.85,17.16,10.98,12.19,0.48,15.35,98,
,26/08/2023,Delhi - Punjabi Bagh,48.23,216.11,19.64,9.74,9.6,0.62,15.09,80,
,27/08/2023,Delhi - Punjabi Bagh,61.42,243.17,20.88,11.01,11.64,0.55,15.64,78,
,28/08/2023,Delhi - Punjabi Bagh,53.49,216.06,22.75,11.61,8.01,0.75,16.73,86,
,29/08/2023,Delhi - Punjabi Bagh,48.43,186.28,23.84,11.36,8.84,1.08,19.02,96,
,30/08/2023,Delhi - Punjabi Bagh,49.34,187.57,24.1,11.52,14.85,0.28,23.77,90,
,31/08/2023,Delhi - Punjabi Bagh,47.97,190.21,24.33,11.59,16.39,0.6,20.81,95,
Sep/23,01/09/2023,Delhi - Punjabi Bagh,44.71,175.3,23.51,12.01,14.7,0.6,17.53,,88.43 
,02/09/2023,Delhi - Punjabi Bagh,44.21,167.17,24.63,11.6,14.44,0.58,18.25,,
,03/09/2023,Delhi - Punjabi Bagh,45.14,163,23.51,11.15,14.03,0.59,17.85,104,
,04/09/2023,Delhi - Punjabi Bagh,43.52,149.13,25.35,10.95,12.71,0.62,17.84,132,
,05/09/2023,Delhi - Punjabi Bagh,51.19,139.71,29.67,11.36,12.74,0.75,20.9,,
,06/09/2023,Delhi - Punjabi Bagh,37.76,117.83,26.84,11.46,15.04,0.71,20.49,,
,07/09/2023,Delhi - Punjabi Bagh,45.11,118.25,26.69,11.54,14.84,0.87,22.86,78,
,08/09/2023,Delhi - Punjabi Bagh,33.07,90.97,23.58,11.25,12.84,0.38,18.23,110,
,09/09/2023,Delhi - Punjabi Bagh,23.21,51.84,20.64,11.39,14.19,0.75,15.04,100,
,10/09/2023,Delhi - Punjabi Bagh,18.55,48.18,18.66,11.63,9.51,0.69,16.91,93,
,11/09/2023,Delhi - Punjabi Bagh,41.03,99.28,24.63,11.23,13.84,0.9,16.49,77,
,12/09/2023,Delhi - Punjabi Bagh,46.68,124.55,26.53,11.06,9.55,0.71,17.87,87,
,13/09/2023,Delhi - Punjabi Bagh,62.47,134.51,28.88,11.84,13.26,0.84,21.58,88,
,14/09/2023,Delhi - Punjabi Bagh,62.36,133.82,26.31,11.17,8.13,0.65,18.27,81,
,15/09/2023,Delhi - Punjabi Bagh,42.62,100.24,30.44,10.26,8.73,0.82,17.78,82,
,16/09/2023,Delhi - Punjabi Bagh,50.92,103.52,24.47,10.21,15.76,0.82,13.63,81,
,17/09/2023,Delhi - Punjabi Bagh,36.75,90.4,24.64,9.92,15.29,0.68,14.53,83,
,18/09/2023,Delhi - Punjabi Bagh,20.51,73.23,23.46,9.35,11.78,0.74,13.94,63,
,19/09/2023,Delhi - Punjabi Bagh,27.38,84.77,24.46,10.05,9.42,0.67,16.42,71,
,20/09/2023,Delhi - Punjabi Bagh,41.01,121.11,30.25,10.2,10.65,0.82,18.66,111,
,21/09/2023,Delhi - Punjabi Bagh,50.3,121.55,28.88,11.61,8.38,0.62,16.51,106,
,22/09/2023,Delhi - Punjabi Bagh,56.61,117.15,26.6,10.43,5.41,0.62,22.12,89,
,23/09/2023,Delhi - Punjabi Bagh,53.69,118.41,27.84,11.34,6.73,0.91,20.06,,
,24/09/2023,Delhi - Punjabi Bagh,63.77,139.18,29.04,11.73,9,1.13,17.44,,
,25/09/2023,Delhi - Punjabi Bagh,76.07,153.5,31.68,11.34,9.66,1.74,25.34,,
,26/09/2023,Delhi - Punjabi Bagh,74.61,153.31,30.97,11.33,12.44,2.76,19.83,,
,27/09/2023,Delhi - Punjabi Bagh,52.18,142.36,30.28,11.52,11.76,2.87,17.94,,
,28/09/2023,Delhi - Punjabi Bagh,60.69,159.19,34.11,11.5,9.81,0.5,21.26,89,
,29/09/2023,Delhi - Punjabi Bagh,74.77,184.04,36.66,11.93,12.75,0.67,21.53,65,
,30/09/2023,Delhi - Punjabi Bagh,68.4,175.56,35.39,12.13,13.6,1.19,19.82,67,
Oct/23,01/10/2023,Delhi - Punjabi Bagh,68.39,167.18,34.52,12.54,7.4,1.37,22.54,69,100.39 
,02/10/2023,Delhi - Punjabi Bagh,61.02,147.23,40.99,12.12,10.23,4.54,19.75,70,
,03/10/2023,Delhi - Punjabi Bagh,61.61,174.3,44.41,12.23,9.84,2.54,19.45,119,
,04/10/2023,Delhi - Punjabi Bagh,71.73,194.41,47.06,13.41,9.4,2.86,20.46,123,
,05/10/2023,Delhi - Punjabi Bagh,87.83,214.31,50.23,14.11,9.89,1.05,19.12,125,
,06/10/2023,Delhi - Punjabi Bagh,101.88,245.56,45.21,16.67,13.44,0.77,15.96,109,
,07/10/2023,Delhi - Punjabi Bagh,91.76,227.44,33.72,17.26,21.15,0.97,12.7,119,
,08/10/2023,Delhi - Punjabi Bagh,72.24,183.09,26.05,13.93,17.18,1.74,12.5,91,
,09/10/2023,Delhi - Punjabi Bagh,78.54,181.14,27.53,12.75,12.41,0.98,13.7,78,
,10/10/2023,Delhi - Punjabi Bagh,66.44,172.42,35.79,13.25,13.09,1.22,17.09,74,
,11/10/2023,Delhi - Punjabi Bagh,90.79,171.83,42.95,14.18,17.18,1.22,17.96,101,
,12/10/2023,Delhi - Punjabi Bagh,133.4,249.67,51.17,16.34,21.77,1.81,20.57,97,
,13/10/2023,Delhi - Punjabi Bagh,164.16,293.46,58.81,17.83,16.61,1.58,19.35,134,
,14/10/2023,Delhi - Punjabi Bagh,117.99,240.71,55.27,17.95,4.71,0.6,30.77,111,
,15/10/2023,Delhi - Punjabi Bagh,103.06,234.72,52.64,18.59,9.98,0.3,18.51,93,
,16/10/2023,Delhi - Punjabi Bagh,74.88,199.51,47.73,17.89,5.04,0.23,16.27,74,
,17/10/2023,Delhi - Punjabi Bagh,44.51,94.63,50.36,17.39,10.13,0.52,13.47,74,
,18/10/2023,Delhi - Punjabi Bagh,56.11,123.13,46.84,17.21,4.57,0.27,16.44,100,
,19/10/2023,Delhi - Punjabi Bagh,52.32,119.51,47.64,16.34,9.14,0.36,18.84,127,
,20/10/2023,Delhi - Punjabi Bagh,109.64,179.2,53.37,17.06,9.77,0.32,21.42,121,
,21/10/2023,Delhi - Punjabi Bagh,174.1,250.41,59.73,18.02,8.3,0.82,24.17,94,
,22/10/2023,Delhi - Punjabi Bagh,187.71,267.1,59.22,20.75,5.37,0.75,21.98,93,
,23/10/2023,Delhi - Punjabi Bagh,158.26,217.16,52.19,21.2,7.43,0.51,16.95,124,
,24/10/2023,Delhi - Punjabi Bagh,111.08,170.7,51.12,19.61,10.05,0.32,17.48,133,
,25/10/2023,Delhi - Punjabi Bagh,132.76,193.1,55.95,19.24,4.83,0.43,18.93,119,
,26/10/2023,Delhi - Punjabi Bagh,135.37,219.61,56.93,18.57,5.53,0.43,20.43,151,
,27/10/2023,Delhi - Punjabi Bagh,170.48,323.33,61.34,19.91,9.65,1.69,20,121,
,28/10/2023,Delhi - Punjabi Bagh,196.27,353.53,58.24,22.09,10.35,1.48,25.57,78,
,29/10/2023,Delhi - Punjabi Bagh,200.2,370.58,74.17,22.54,8.46,1.43,28.03,61,
,30/10/2023,Delhi - Punjabi Bagh,247.43,437.21,71.61,22.84,7.45,1.26,61.16,50,
,31/10/2023,Delhi - Punjabi Bagh,245.01,408.39,60.36,23.67,9.82,1.13,38.76,79,
Nov/23,01/11/2023,Delhi - Punjabi Bagh,237.42,395.99,59.78,23.39,10.7,1.54,37.86,84,106.86 
,02/11/2023,Delhi - Punjabi Bagh,388.67,577.38,65.88,27.3,9.88,2.74,17.19,78,
,03/11/2023,Delhi - Punjabi Bagh,387.98,561.32,60.03,30.61,11.17,1.79,24.01,51,
,04/11/2023,Delhi - Punjabi Bagh,410.08,589.27,70.8,39.03,5.2,1.33,15.63,44,
,05/11/2023,Delhi - Punjabi Bagh,420.84,588.32,65.28,38.48,5.2,1.25,13.99,,
,06/11/2023,Delhi - Punjabi Bagh,333.25,515.92,91.66,33.38,6.85,2.57,26.24,46,
,07/11/2023,Delhi - Punjabi Bagh,342.24,544.18,93.94,35.12,18.18,2.01,21.34,68,
,08/11/2023,Delhi - Punjabi Bagh,329.52,498.89,84.33,37.81,29.01,1.98,18.39,31,
,09/11/2023,Delhi - Punjabi Bagh,405.75,577.42,74.98,40.37,12.65,1.3,14.05,62,
,10/11/2023,Delhi - Punjabi Bagh,144.3,195.19,47.98,31.29,16.85,1.14,12.68,77,
,11/11/2023,Delhi - Punjabi Bagh,111.89,170.14,42.5,27.26,24.71,0.52,13.27,100,
,12/11/2023,Delhi - Punjabi Bagh,123.49,190.35,44.73,24.37,44.64,0.88,15.49,97,
,13/11/2023,Delhi - Punjabi Bagh,356.45,432.11,57.53,24.66,30.82,0.79,16.61,237,
,14/11/2023,Delhi - Punjabi Bagh,273,349.18,68.46,23.59,26.64,1.33,15.91,275,
,15/11/2023,Delhi - Punjabi Bagh,321.57,393.51,59.66,24.28,18.23,0.72,16.84,234,
,16/11/2023,Delhi - Punjabi Bagh,435.65,539.65,71.41,26.06,11.53,2.63,20.58,237,
,17/11/2023,Delhi - Punjabi Bagh,326.09,445.6,84.39,29.34,17.78,2.19,20.44,216,
,18/11/2023,Delhi - Punjabi Bagh,194.66,293.5,71.69,27.81,22.93,1.21,42.26,123,
,19/11/2023,Delhi - Punjabi Bagh,205.9,312.7,87.97,26.5,11.5,1.14,54.88,92,
,20/11/2023,Delhi - Punjabi Bagh,290.82,400.78,91.27,27.54,13.67,1.44,25.92,100,
,21/11/2023,Delhi - Punjabi Bagh,291.91,370.42,61.12,26.14,9.26,0.97,16.06,162,
,22/11/2023,Delhi - Punjabi Bagh,282.29,372.13,68.6,25.36,4.83,1.49,17.93,132,
,23/11/2023,Delhi - Punjabi Bagh,295.68,416.95,95.39,28.66,14.03,2.07,31.61,48,
,24/11/2023,Delhi - Punjabi Bagh,367.44,528.89,118.79,28.14,7.65,2.04,30.26,60,
,25/11/2023,Delhi - Punjabi Bagh,332.57,459.29,87.95,27.89,5.24,2.08,13.9,54,
,26/11/2023,Delhi - Punjabi Bagh,348.58,505.29,115.4,29,5.98,1.21,31.77,75,
,27/11/2023,Delhi - Punjabi Bagh,302.08,426.94,92.19,28.25,14.1,1.1,25.54,61,
,28/11/2023,Delhi - Punjabi Bagh,158.6,213.22,76.06,27.9,9.33,0.96,10.72,,
,29/11/2023,Delhi - Punjabi Bagh,237.49,328.71,89.34,31.07,7.9,1.26,9.71,98,
,30/11/2023,Delhi - Punjabi Bagh,326.69,432.6,87.47,34.19,7.9,0.85,10.94,50,
Dec/23,01/12/2023,Delhi - Punjabi Bagh,265.26,357.85,70.6,30.47,9.58,0.93,9.97,89,109.58 
,02/12/2023,Delhi - Punjabi Bagh,186.23,272.17,65.36,27.7,7.9,1.09,7.81,162,
,03/12/2023,Delhi - Punjabi Bagh,183.43,297.45,75.73,26.79,8.8,1.78,8.1,103,
,04/12/2023,Delhi - Punjabi Bagh,181.83,286.4,64.5,26.33,21.44,0.78,12.89,137,
,05/12/2023,Delhi - Punjabi Bagh,148.86,236.08,59.52,28.08,20.73,0.73,8.15,230,
,06/12/2023,Delhi - Punjabi Bagh,167.74,250.9,56.32,27,12.02,0.63,10.13,301,
,07/12/2023,Delhi - Punjabi Bagh,207.75,299.85,57.84,28.96,18.92,0.88,16.53,142,
,08/12/2023,Delhi - Punjabi Bagh,184.56,281.73,62.41,27.78,22.78,0.88,9.2,93,
,09/12/2023,Delhi - Punjabi Bagh,180.73,283.05,64.25,26.45,15.21,1.39,10.13,78,
,10/12/2023,Delhi - Punjabi Bagh,172.24,251.62,59.97,25.05,7.9,0.88,11.31,78,
,11/12/2023,Delhi - Punjabi Bagh,195.14,312.85,58.81,24.81,7.9,1.86,10.12,71,
,12/12/2023,Delhi - Punjabi Bagh,263.34,419.57,71.38,27.1,7.9,1.63,21.4,98,
,13/12/2023,Delhi - Punjabi Bagh,289.6,337.88,67.72,29.02,25.07,1.64,15.37,106,
,14/12/2023,Delhi - Punjabi Bagh,197.89,303.72,61.55,26.5,45.47,1.55,8.72,98,
,15/12/2023,Delhi - Punjabi Bagh,205.42,334.97,67.69,25.51,112.84,1.47,9.59,98,
,16/12/2023,Delhi - Punjabi Bagh,268.05,424.34,65.07,27.29,16.81,1.87,9.1,72,
,17/12/2023,Delhi - Punjabi Bagh,240.94,366.07,68.98,31.31,12.08,0.42,9.71,70,
,18/12/2023,Delhi - Punjabi Bagh,170.54,247.52,62.91,30.92,13.92,0.98,8.94,80,
,19/12/2023,Delhi - Punjabi Bagh,146.06,238.33,56.5,28.47,13.46,1.52,10.96,121,
,20/12/2023,Delhi - Punjabi Bagh,172.78,273.47,59.4,28.09,13.09,1.53,8.66,125,
,21/12/2023,Delhi - Punjabi Bagh,271.89,386.92,66.55,32.88,14.76,1.03,8.46,107,
,22/12/2023,Delhi - Punjabi Bagh,403.51,557.43,79.19,39.03,15.24,2.13,7.71,123,
,23/12/2023,Delhi - Punjabi Bagh,365.29,545.98,76.99,40.59,14.26,2.64,7.68,130,
,24/12/2023,Delhi - Punjabi Bagh,370.4,547.5,84.8,38.54,17.71,1.29,6.65,118,
,25/12/2023,Delhi - Punjabi Bagh,266.1,337.29,72.13,35.07,19.11,1.17,10.07,72,
,26/12/2023,Delhi - Punjabi Bagh,289.84,373.64,73.12,35.99,12.35,1.48,44.62,78,
,27/12/2023,Delhi - Punjabi Bagh,310.53,396.68,76.86,37.19,6.31,1.2,49.2,86,
,28/12/2023,Delhi - Punjabi Bagh,228.07,311.26,65.8,34.45,13.93,1.29,32.48,94,
,29/12/2023,Delhi - Punjabi Bagh,358.16,494.36,79.31,36.83,17.59,1.63,41.95,72,
,30/12/2023,Delhi - Punjabi Bagh,289.72,392.94,66.99,43.55,19.17,1.48,28.32,73,
,31/12/2023,Delhi - Punjabi Bagh,280.03,403.42,70.09,30.82,9.93,1.54,7.55,92,
