Timestamp,PM2.5,PM10,NO2,SO2,CO,O3,AQI,City,Season
2020/01/01 00:00:00,420.68,507.6,105.21,6.3,2.26,9.49,440,Delhi,Winter
2020/01/02 00:00:00,364.73,480.09,79.38,9.69,2.87,8.03,434,Delhi,Winter
2020/01/03 00:00:00,227.72,309.23,57.22,11.04,2.69,8.18,364,Delhi,Winter
2020/01/04 00:00:00,243.86,323.75,60.99,12.61,1.94,11.72,368,Delhi,Winter
2020/01/05 00:00:00,161.66,222.79,56.22,11.03,1.91,12.37,314,Delhi,Winter
2020/01/06 00:00:00,145.68,218.36,57.72,19.81,1.39,7.58,310,Delhi,Winter
2020/01/07 00:00:00,129.56,195.48,59.64,17.86,1.62,8.89,260,Delhi,Winter
2020/01/08 00:00:00,111.08,137.21,44.4,14.29,1.02,6.65,,Delhi,Winter
2020/01/09 00:00:00,84.11,121.81,37.34,3.78,1.02,9.36,187,Delhi,Winter
2020/01/10 00:00:00,126.51,181.64,51.69,13.03,1.23,10.88,249,Delhi,Winter
2020/01/11 00:00:00,144.19,217.1,59.6,11.01,1.61,13.56,274,Delhi,Winter
2020/01/12 00:00:00,226.77,331.28,58.71,12.56,2.45,12.71,337,Delhi,Winter
2020/01/13 00:00:00,195.62,272.59,62.24,8.8,1.53,9.2,366,Delhi,Winter
2020/01/14 00:00:00,94.27,131.77,40.02,18.7,1.49,7.55,262,Delhi,Winter
2020/01/15 00:00:00,100.19,158.89,48.75,23.65,1.5,9.36,182,Delhi,Winter
2020/01/16 00:00:00,137.1,197.71,45.03,14.22,1.7,6.75,283,Delhi,Winter
2020/01/17 00:00:00,114.02,164.53,36.75,5.74,1.69,7.21,270,Delhi,Winter
2020/01/18 00:00:00,121.92,184.24,45.78,8.15,1.66,7.78,250,Delhi,Winter
2020/01/19 00:00:00,117.3,160.22,34.47,12.3,1.46,11.07,274,Delhi,Winter
2020/01/20 00:00:00,149.33,214.62,38.35,8.61,2.14,10.89,268,Delhi,Winter
2020/01/21 00:00:00,249.83,367.43,56.94,12.23,2.52,9.05,383,Delhi,Winter
2020/01/22 00:00:00,204.2,285.22,48.31,4.16,1.02,8.19,390,Delhi,Winter
2020/01/23 00:00:00,72.08,128.32,41.07,12.94,1.33,12.53,220,Delhi,Winter
2020/01/24 00:00:00,71.07,127.88,40.81,5.95,1.23,14.41,138,Delhi,Winter
2020/01/25 00:00:00,121.82,226.64,55.95,12.55,2.72,21.01,,Delhi,Winter
2020/01/26 00:00:00,211.77,289.2,47.79,6.04,2.18,16.99,329,Delhi,Winter
2020/01/27 00:00:00,223.74,324.52,70.95,15.5,2.28,8.53,360,Delhi,Winter
2020/01/28 00:00:00,93.04,133.14,53.36,20.38,1.69,8.11,219,Delhi,Winter
2020/01/29 00:00:00,72.17,117.88,41.96,8.04,1.97,11.83,178,Delhi,Winter
2020/01/30 00:00:00,90.84,153.54,45.18,7.61,1.42,11.99,217,Delhi,Winter
2020/01/31 00:00:00,92.68,155.46,43.84,9.1,1.51,12.35,194,Delhi,Winter
2020/02/01 00:00:00,99.11,174.46,43.99,10.48,1.49,15.28,218,Delhi,Winter
2020/02/02 00:00:00,123.26,187.48,46.68,12.45,1.65,15.42,246,Delhi,Winter
2020/02/03 00:00:00,141.99,226.61,52.28,11.82,2.18,18.04,263,Delhi,Winter
2020/02/04 00:00:00,179.81,296.68,64.89,13.93,2.18,19.77,304,Delhi,Winter
2020/02/05 00:00:00,137.47,232.53,53.79,15.24,1.59,15.91,303,Delhi,Winter
2020/02/06 00:00:00,111.98,189.6,49.31,19.02,1.61,20.04,225,Delhi,Winter
2020/02/07 00:00:00,129.65,221.97,56.01,13.02,2.64,17.07,276,Delhi,Winter
2020/02/08 00:00:00,147.51,223.47,49.59,23.67,1.42,19.8,282,Delhi,Winter
2020/02/09 00:00:00,153.59,222.1,50.41,22.34,1.64,20.15,292,Delhi,Winter
2020/02/10 00:00:00,166.61,207.78,55.91,6.62,2.17,18.97,297,Delhi,Winter
2020/02/11 00:00:00,159.05,248.52,57.61,9.24,1.65,19.21,298,Delhi,Winter
2020/02/12 00:00:00,152.27,238.74,48.68,3.67,1.86,20.99,301,Delhi,Winter
2020/02/13 00:00:00,85.87,152.11,35.44,4.38,1.68,24.51,213,Delhi,Winter
2020/02/14 00:00:00,73.73,140.92,32.32,13.26,2.12,24.01,139,Delhi,Winter
2020/02/15 00:00:00,75.82,148.84,40.65,19.87,1.55,27.45,148,Delhi,Winter
2020/02/16 00:00:00,132.06,213.39,47.27,21.32,2.18,25.76,255,Delhi,Winter
2020/02/17 00:00:00,170.38,268.43,51.31,11.23,1.49,20.48,299,Delhi,Winter
2020/02/18 00:00:00,139.56,237.12,50.83,23.21,2.18,25.34,260,Delhi,Winter
2020/02/19 00:00:00,126.98,248.76,63.61,8.93,2.01,17.3,263,Delhi,Winter
2020/02/20 00:00:00,85.41,188.09,53.15,9.44,1.57,27.85,183,Delhi,Winter
2020/02/21 00:00:00,41.81,78.56,40.37,9.37,1.33,20.15,120,Delhi,Winter
2020/02/22 00:00:00,60.49,131.09,48.87,11.54,1.84,14.94,92,Delhi,Winter
2020/02/23 00:00:00,91.29,167.58,45.08,30.24,1.6,22.02,211,Delhi,Winter
2020/02/24 00:00:00,66.94,138.34,43.39,17.17,1.51,18.98,120,Delhi,Winter
2020/02/25 00:00:00,150.46,224.82,43.84,15.11,1.74,14.21,290,Delhi,Winter
2020/02/26 00:00:00,155.14,270.96,47.31,25.13,1.99,13.44,286,Delhi,Winter
2020/02/27 00:00:00,93.45,178.11,52.54,17.55,1.71,13.22,208,Delhi,Winter
2020/02/28 00:00:00,75.52,143.57,43.23,6.55,1.48,13.48,177,Delhi,Winter
2020/02/29 00:00:00,54.2,113.62,51.9,16.47,1.21,11.13,,Delhi,Winter
2020/03/01 00:00:00,39.38,106.5,73.65,5.72,1.19,16.07,80,Delhi,Summer
2020/03/02 00:00:00,87.48,190.47,87.51,21.49,1.42,15.38,158,Delhi,Summer
2020/03/03 00:00:00,84.68,181.34,80.03,23.6,1.02,14.19,204,Delhi,Summer
2020/03/04 00:00:00,78.94,171.32,79.2,23.62,0.9,17.94,186,Delhi,Summer
2020/03/05 00:00:00,30.8,72.93,65.63,13.52,0.72,15.14,,Delhi,Summer
2020/03/06 00:00:00,21.6,49.88,63.19,4.77,0.9,12.43,69,Delhi,Summer
2020/03/07 00:00:00,44.38,98.12,64.02,16.7,1.11,14.74,,Delhi,Summer
2020/03/08 00:00:00,71.11,136.41,68.96,5.96,1.01,13.55,171,Delhi,Summer
2020/03/09 00:00:00,60.61,122.81,55.31,16.66,0.75,32.38,120,Delhi,Summer
2020/03/10 00:00:00,84.15,153.29,50.61,19.38,0.74,41.06,170,Delhi,Summer
2020/03/11 00:00:00,57.12,123.86,62.32,11.27,1,67.22,122,Delhi,Summer
2020/03/12 00:00:00,55.96,155.72,69.85,13.6,1.58,27.1,122,Delhi,Summer
2020/03/13 00:00:00,61.33,198.72,66.49,11.49,0.86,61.31,158,Delhi,Summer
2020/03/14 00:00:00,29.18,74.45,56.96,7.2,0.75,18.2,107,Delhi,Summer
2020/03/15 00:00:00,56.48,128.62,67.38,27.94,0.82,62.45,,Delhi,Summer
2020/03/16 00:00:00,63.54,137.5,60.73,9.08,0.9,16.77,,Delhi,Summer
2020/03/17 00:00:00,69.45,147.36,59.67,4.57,0.98,19.37,152,Delhi,Summer
2020/03/18 00:00:00,65.91,141.16,64.53,8.15,0.91,23.82,132,Delhi,Summer
2020/03/19 00:00:00,100.42,195.42,74.25,16.45,1.08,16.87,185,Delhi,Summer
2020/03/20 00:00:00,89.29,205.2,100.61,12.28,1.38,28.21,176,Delhi,Summer
2020/03/21 00:00:00,83.46,174.71,78.1,18.02,1.05,30.91,183,Delhi,Summer
2020/03/22 00:00:00,68.95,129.18,53.61,5.96,0.78,16.49,187,Delhi,Summer
2020/03/23 00:00:00,52.9,104.64,45.16,13.42,0.77,25.44,91,Delhi,Summer
2020/03/24 00:00:00,48.91,106.74,45.37,20.93,0.79,39.05,110,Delhi,Summer
2020/03/25 00:00:00,38.78,71.33,33.63,21.69,0.76,17.78,71,Delhi,Summer
2020/03/26 00:00:00,52.01,91.42,28.69,14.77,0.69,14.45,,Delhi,Summer
2020/03/27 00:00:00,22.76,49.35,27.94,16.71,0.53,15.92,65,Delhi,Summer
2020/03/28 00:00:00,20.7,41,29.87,14.85,0.59,12.2,37,Delhi,Summer
2020/03/29 00:00:00,27.74,59.84,25.12,17.1,0.5,25.14,56,Delhi,Summer
2020/03/30 00:00:00,38.78,71.53,27.77,17.83,0.59,22.92,70,Delhi,Summer
2020/03/31 00:00:00,35.31,69.44,27.64,15.95,0.51,20.86,69,Delhi,Summer
2020/04/01 00:00:00,39.41,79.88,27.17,13.88,0.56,30.33,78,Delhi,Summer
2020/04/02 00:00:00,28.24,60.17,24.98,10.71,0.56,22.03,59,Delhi,Summer
2020/04/03 00:00:00,32.14,65.75,26.54,14.7,0.51,28.85,65,Delhi,Summer
2020/04/04 00:00:00,39.89,79.5,32.58,13.43,0.58,27.06,72,Delhi,Summer
2020/04/05 00:00:00,54.27,105.29,36.2,22.5,1.5,30.39,85,Delhi,Summer
2020/04/06 00:00:00,63.94,124.43,35.11,9.32,0.71,25.08,166,Delhi,Summer
2020/04/07 00:00:00,36.95,97.97,27.46,14.15,0.51,18.82,93,Delhi,Summer
2020/04/08 00:00:00,26.84,76.53,26.44,17.89,0.5,21.33,83,Delhi,Summer
2020/04/09 00:00:00,41.24,84.88,29.74,14.22,0.62,34.11,79,Delhi,Summer
2020/04/10 00:00:00,64.73,118.22,37.6,11.2,0.83,21.26,122,Delhi,Summer
2020/04/11 00:00:00,49.9,110.2,34.6,22.88,0.7,32.04,113,Delhi,Summer
2020/04/12 00:00:00,41.33,94.81,27.98,9.64,0.66,29.6,91,Delhi,Summer
2020/04/13 00:00:00,71.95,145.22,31.99,18.46,1.13,29.26,135,Delhi,Summer
2020/04/14 00:00:00,53.86,132.07,42.07,13.73,0.8,26.55,110,Delhi,Summer
2020/04/15 00:00:00,63.58,186,36.42,15.42,0.77,29.78,112,Delhi,Summer
2020/04/22 00:00:00,94.04,185.04,44.86,127.41,0.79,41.6,156,Delhi,Summer
2020/04/23 00:00:00,145.38,202.57,39.71,118.15,1.1,34.67,130,Delhi,Summer
2020/04/24 00:00:00,105.7,180.81,39,102.3,1.11,49.7,221,Delhi,Summer
2020/04/25 00:00:00,104.36,135.09,29.27,111.57,0.69,18.16,133,Delhi,Summer
2020/04/26 00:00:00,47.81,124.3,26.3,58.1,0.71,19.73,144,Delhi,Summer
2020/04/27 00:00:00,26.44,52.25,23.9,105.49,0.7,61.1,90,Delhi,Summer
2020/04/28 00:00:00,49.43,101.75,26.18,99.89,0.74,92.46,94,Delhi,Summer
2020/04/29 00:00:00,67.69,140.52,27.16,101.69,0.84,43,132,Delhi,Summer
2020/04/30 00:00:00,51.3,114.66,24.7,110.19,0.78,56.7,126,Delhi,Summer
2020/05/01 00:00:00,59.81,137.96,25.79,112.1,0.72,65.42,124,Delhi,Summer
2020/05/02 00:00:00,29.22,80.72,21.3,67.65,0.82,26.9,96,Delhi,Summer
2020/05/08 00:00:00,101.33,181.03,32.67,22.11,0.7,10.1,,Delhi,Summer
2020/05/09 00:00:00,51.71,121.6,25.88,6.85,0.8,9.88,,Delhi,Summer
2020/05/10 00:00:00,47.26,98.59,26.02,8.29,0.7,15.73,110,Delhi,Summer
2020/05/11 00:00:00,45.75,95.34,33.84,17.53,0.8,22.02,77,Delhi,Summer
2020/05/12 00:00:00,40.62,92.58,30.15,14.35,0.73,16.99,97,Delhi,Summer
2020/05/13 00:00:00,86.45,177.77,29.76,19.75,1.02,5.93,,Delhi,Summer
2020/05/14 00:00:00,73.93,151.74,32.21,17.48,0.83,16.42,157,Delhi,Summer
2020/05/15 00:00:00,113.71,114.52,33.13,13,0.97,6.81,111,Delhi,Summer
2020/05/16 00:00:00,176.64,284.43,38.58,18.9,1.22,15.57,233,Delhi,Summer
2020/05/17 00:00:00,237.27,369.25,40.89,23.24,1.3,51.07,301,Delhi,Summer
2020/05/18 00:00:00,208.48,303.11,46.18,27.9,1.32,8.27,298,Delhi,Summer
2020/05/19 00:00:00,279.7,375.49,68.36,4.31,2.04,9.19,325,Delhi,Summer
2020/05/20 00:00:00,75.23,167.71,46.95,35,1,7.91,217,Delhi,Summer
2020/05/21 00:00:00,113.23,203.93,46.83,55.42,1.16,7.84,136,Delhi,Summer
2020/05/22 00:00:00,216.17,329.05,59.35,65.4,1.66,35.47,282,Delhi,Summer
2020/05/23 00:00:00,116.66,276.65,46.8,74.57,1.04,9.69,216,Delhi,Summer
2020/05/24 00:00:00,51.23,195.1,33.95,28.78,0.81,13.33,192,Delhi,Summer
2020/05/25 00:00:00,88.19,212.64,39.06,23.8,1.01,9,156,Delhi,Summer
2020/05/26 00:00:00,64.61,225.4,45.96,16.75,1.47,22.49,189,Delhi,Summer
2020/05/27 00:00:00,35.57,160.85,39.84,17,0.37,46.19,154,Delhi,Summer
2020/05/28 00:00:00,33.93,212.09,28.33,19.8,0.65,30.95,192,Delhi,Summer
2020/05/29 00:00:00,26.29,67.45,28.41,48.15,0.56,27.06,87,Delhi,Summer
2020/05/30 00:00:00,21.13,51.67,21.49,15.06,0.66,36.68,55,Delhi,Summer
2020/05/31 00:00:00,18.85,41.5,22.01,22.8,0.82,29.19,51,Delhi,Summer
2020/06/01 00:00:00,58.89,105.54,32.2,49.29,1.02,41.6,58,Delhi,Monsoon
2020/06/02 00:00:00,49.92,103.08,29.75,35.67,0.76,44.29,138,Delhi,Monsoon
2020/06/03 00:00:00,64.95,138.93,34.15,27.37,0.91,53.47,102,Delhi,Monsoon
2020/06/04 00:00:00,81.46,158.51,46.9,52.13,0.75,34.6,179,Delhi,Monsoon
2020/06/05 00:00:00,46.64,86.67,33.15,19.7,0.76,41.34,80,Delhi,Monsoon
2020/06/06 00:00:00,34.49,70.39,29.2,7.78,0.64,43.21,74,Delhi,Monsoon
2020/06/07 00:00:00,39.07,84.39,28.62,8.84,0.71,38.45,87,Delhi,Monsoon
2020/06/08 00:00:00,50.64,112.16,33.45,16.22,0.74,44.83,93,Delhi,Monsoon
2020/06/09 00:00:00,89.56,184.75,39.84,10.96,0.92,42.48,154,Delhi,Monsoon
2020/06/10 00:00:00,63.3,183.92,38.66,12.32,0.75,35.23,147,Delhi,Monsoon
2020/06/11 00:00:00,47.89,131.52,36.39,10.12,0.93,36.13,126,Delhi,Monsoon
2020/06/12 00:00:00,61.8,151.84,36.51,10.05,0.93,38.29,134,Delhi,Monsoon
2020/06/13 00:00:00,47.15,126.84,33.88,8.62,0.74,29.62,,Delhi,Monsoon
2020/06/14 00:00:00,70.61,156,37.76,20.49,0.9,35.25,143,Delhi,Monsoon
2020/06/15 00:00:00,43.78,114.05,32.64,12.65,0.99,42.52,103,Delhi,Monsoon
2020/06/16 00:00:00,35.81,93.83,33.34,19.27,1.06,46.46,95,Delhi,Monsoon
2020/06/17 00:00:00,26.85,70.93,22.63,6.86,0.67,29.51,84,Delhi,Monsoon
2020/06/18 00:00:00,38.55,129.36,35.5,8.5,1.47,63.51,,Delhi,Monsoon
2020/06/19 00:00:00,50.67,227.16,29.14,12.3,0.83,30.46,161,Delhi,Monsoon
2020/06/20 00:00:00,30.41,105.51,29.12,18.7,0.74,25.84,152,Delhi,Monsoon
2020/06/21 00:00:00,38.16,99.75,35.25,4.7,1.11,26.69,97,Delhi,Monsoon
2020/06/22 00:00:00,43.16,94.15,39.83,3.85,0.96,23.07,90,Delhi,Monsoon
2020/06/23 00:00:00,27.8,61,31.1,16.55,0.69,14.04,75,Delhi,Monsoon
2020/06/24 00:00:00,30.93,58.11,30.94,5.74,0.83,10.46,57,Delhi,Monsoon
2020/06/25 00:00:00,35.28,76.25,32.39,9.02,0.63,17.67,71,Delhi,Monsoon
2020/06/26 00:00:00,56.41,122.5,31.38,12.63,1.17,16.32,101,Delhi,Monsoon
2020/06/27 00:00:00,31.98,155.71,25.78,10.97,0.88,11.22,107,Delhi,Monsoon
2020/06/28 00:00:00,47.34,306.5,28.18,16.6,0.72,10.19,206,Delhi,Monsoon
2020/06/29 00:00:00,31.56,159.03,30.86,15.7,0.16,18.3,222,Delhi,Monsoon
2020/06/30 00:00:00,41,94.06,33.89,16.33,0.85,22.15,100,Delhi,Monsoon
2020/07/01 00:00:00,51.38,115.72,39.12,8.62,1.25,30.06,106,Delhi,Monsoon
2020/07/02 00:00:00,63.22,127.75,34.92,10.8,0.85,34.35,105,Delhi,Monsoon
2020/07/03 00:00:00,67.82,165.38,42.3,14.25,0.82,40.96,160,Delhi,Monsoon
2020/07/04 00:00:00,42.04,96.11,39.51,24.9,1.13,30.99,,Delhi,Monsoon
2020/07/05 00:00:00,37.34,56.75,31.23,24.27,1.13,28.75,66,Delhi,Monsoon
2020/07/06 00:00:00,56.14,96.54,39.35,25.08,1.58,13.15,115,Delhi,Monsoon
2020/07/07 00:00:00,20.71,42.23,33.66,27.57,1.95,6.78,95,Delhi,Monsoon
2020/07/08 00:00:00,30.15,54.35,35.17,23.05,1.55,9.52,75,Delhi,Monsoon
2020/07/09 00:00:00,38.77,70.54,32.26,23.18,1.09,17.81,63,Delhi,Monsoon
2020/07/10 00:00:00,25.48,54.4,24.33,24.9,0.76,25.81,52,Delhi,Monsoon
2020/07/11 00:00:00,21.49,48.72,27.92,20.24,1.03,32.68,45,Delhi,Monsoon
2020/07/12 00:00:00,19.93,40.59,24.7,21.11,0.81,32.58,55,Delhi,Monsoon
2020/07/13 00:00:00,28.92,86.09,27.98,21.96,0.71,26.51,53,Delhi,Monsoon
2020/07/14 00:00:00,37.12,121.3,29.89,22.04,1.03,28.09,102,Delhi,Monsoon
2020/07/15 00:00:00,43.88,98.66,38.79,22.44,1.02,35.25,114,Delhi,Monsoon
2020/07/16 00:00:00,35.47,65,39.25,22.49,1.03,21.03,73,Delhi,Monsoon
2020/07/17 00:00:00,49.28,87.08,42.01,22.47,1.12,16.73,71,Delhi,Monsoon
2020/07/18 00:00:00,42.14,82.17,39.15,69.17,1.09,16.66,94,Delhi,Monsoon
2020/07/19 00:00:00,24.78,47.39,30.78,7.95,1.59,13.68,51,Delhi,Monsoon
2020/07/20 00:00:00,20.45,44.6,32.28,7.78,0.73,27,45,Delhi,Monsoon
2020/07/21 00:00:00,25.66,43.59,35.51,7.27,0.84,15.97,50,Delhi,Monsoon
2020/07/22 00:00:00,24.33,37.22,34.86,7.31,1.11,8.59,50,Delhi,Monsoon
2020/07/23 00:00:00,36.17,67.1,40.21,11.96,1.01,20.09,47,Delhi,Monsoon
2020/07/24 00:00:00,46.29,93.23,49.51,69.57,1.02,21.1,93,Delhi,Monsoon
2020/07/25 00:00:00,37.39,67.46,37.15,7.57,1.24,15.18,72,Delhi,Monsoon
2020/07/26 00:00:00,43.3,79.51,40.98,6.81,1.58,27.06,64,Delhi,Monsoon
2020/07/27 00:00:00,36.18,84.48,32.16,82.28,1.27,16.98,97,Delhi,Monsoon
2020/07/28 00:00:00,22.95,61.07,26.71,7.65,1.28,16.18,58,Delhi,Monsoon
2020/07/29 00:00:00,23.42,64.24,37.49,42.73,1.09,15.43,74,Delhi,Monsoon
2020/07/30 00:00:00,17.93,39.93,31.67,7.45,1.11,18.04,48,Delhi,Monsoon
2020/07/31 00:00:00,44.46,80.26,41.65,7.33,1.01,21.03,71,Delhi,Monsoon
2020/08/01 00:00:00,38.83,70.23,34.9,7.88,1.29,20.52,74,Delhi,Monsoon
2020/08/02 00:00:00,26.1,50.3,23.83,8.08,1.07,14.4,48,Delhi,Monsoon
2020/08/03 00:00:00,29.07,54.77,22.02,6.99,0.68,15.11,58,Delhi,Monsoon
2020/08/04 00:00:00,26.03,54.8,27.39,8.04,0.89,20.99,50,Delhi,Monsoon
2020/08/05 00:00:00,45.7,90.7,48.54,75.29,1.14,13.72,81,Delhi,Monsoon
2020/08/06 00:00:00,24.61,63.75,35.04,60.24,1.18,11.21,73,Delhi,Monsoon
2020/08/07 00:00:00,32.95,61.28,32.62,3.92,0.79,15.25,55,Delhi,Monsoon
2020/08/08 00:00:00,60.03,100.12,34.7,14.66,0.64,25.56,92,Delhi,Monsoon
2020/08/09 00:00:00,43.78,72.49,28.53,5.94,0.84,14.62,95,Delhi,Monsoon
2020/08/10 00:00:00,44.06,69.82,31.97,6.81,0.74,13.45,80,Delhi,Monsoon
2020/08/11 00:00:00,49.14,78.67,30.74,6.68,0.52,14.45,82,Delhi,Monsoon
2020/08/12 00:00:00,26.24,46.26,19.38,6.85,0.54,12.43,58,Delhi,Monsoon
2020/08/13 00:00:00,16.77,33.61,32.99,6.81,1.03,7.62,,Delhi,Monsoon
2020/08/14 00:00:00,32.92,60.92,40.45,7.12,1.34,8.84,54,Delhi,Monsoon
2020/08/15 00:00:00,34.44,50.07,23.15,7.16,0.66,11.83,69,Delhi,Monsoon
2020/08/16 00:00:00,26.05,42.38,28.04,7.04,0.75,12.21,42,Delhi,Monsoon
2020/08/17 00:00:00,36.73,51.09,25.38,6.92,0.73,7.47,59,Delhi,Monsoon
2020/08/19 00:00:00,38.11,69.43,62.94,5.59,1.78,24.55,,Delhi,Monsoon
2020/08/20 00:00:00,35.13,72.85,55.88,3.53,1.53,15.52,,Delhi,Monsoon
2020/08/21 00:00:00,32.02,62.47,38.09,3.34,1.29,10.88,74,Delhi,Monsoon
2020/08/22 00:00:00,24.29,54.7,32.13,3.55,0.78,17.02,56,Delhi,Monsoon
2020/08/23 00:00:00,22.85,42.12,28.19,3.32,0.76,14.24,,Delhi,Monsoon
2020/08/24 00:00:00,20.48,37.58,30.24,3.64,0.82,9.87,40,Delhi,Monsoon
2020/08/25 00:00:00,20.07,39.24,26.69,3.87,0.7,11.38,41,Delhi,Monsoon
2020/08/26 00:00:00,15.18,44.18,24.68,3.59,0.79,14.04,41,Delhi,Monsoon
2020/08/27 00:00:00,25.34,62.28,30.87,3.55,1.07,11.99,51,Delhi,Monsoon
2020/08/28 00:00:00,41.84,87.34,41.45,3.58,0.98,9.91,83,Delhi,Monsoon
2020/08/29 00:00:00,49.84,102.52,49.02,4.46,1.81,19.42,103,Delhi,Monsoon
2020/08/30 00:00:00,29.13,62,32.91,3.21,0.64,11.96,85,Delhi,Monsoon
2020/08/31 00:00:00,12.2,40.25,29.68,3.92,1.74,14.07,64,Delhi,Monsoon
2020/09/01 00:00:00,17.28,54.62,35.56,4.01,0.81,16.94,49,Delhi,Monsoon
2020/09/02 00:00:00,21.43,69.18,39.56,3.62,0.68,30.51,59,Delhi,Monsoon
2020/09/03 00:00:00,33.48,85.25,49.92,3.04,0.69,15.71,85,Delhi,Monsoon
2020/09/04 00:00:00,37.33,88.56,40.8,3.68,0.72,19.73,82,Delhi,Monsoon
2020/09/05 00:00:00,28.34,103.11,48.69,4.04,0.8,29.48,113,Delhi,Monsoon
2020/09/06 00:00:00,31.59,79.76,43.28,3.81,0.82,23.46,64,Delhi,Monsoon
2020/09/07 00:00:00,52.79,113.23,46.85,3.52,0.77,17.87,109,Delhi,Monsoon
2020/09/08 00:00:00,29.41,85.42,40.05,2.74,0.96,19.41,76,Delhi,Monsoon
2020/09/09 00:00:00,52.22,124.94,46.09,4.05,0.9,19.8,113,Delhi,Monsoon
2020/09/10 00:00:00,49.56,130.97,44,4.53,0.73,24.16,116,Delhi,Monsoon
2020/09/11 00:00:00,49.45,151.55,49.42,3.59,1,31.39,126,Delhi,Monsoon
2020/09/12 00:00:00,60.62,165.62,57.14,4.73,0.7,32.66,147,Delhi,Monsoon
2020/09/13 00:00:00,65.88,165.46,46.21,3.93,0.78,33.45,141,Delhi,Monsoon
2020/09/14 00:00:00,63.75,157.73,51.06,3.89,1.19,28.28,145,Delhi,Monsoon
2020/09/15 00:00:00,64.04,165.01,51.78,4.49,1.02,35.51,141,Delhi,Monsoon
2020/09/16 00:00:00,61.11,165.54,44.34,5.41,0.8,31.69,145,Delhi,Monsoon
2020/09/17 00:00:00,43.7,128.11,40.84,0.89,0.73,26.68,125,Delhi,Monsoon
2020/09/18 00:00:00,41.68,124.1,35.41,5.01,0.53,25.21,117,Delhi,Monsoon
2020/09/19 00:00:00,54.37,147.93,47.11,0.68,0.53,30.76,125,Delhi,Monsoon
2020/09/20 00:00:00,70.91,170.15,47.28,2.58,0.15,32.74,150,Delhi,Monsoon
2020/09/21 00:00:00,58.69,158.53,49.99,3.59,0.67,37.82,133,Delhi,Monsoon
2020/09/22 00:00:00,41.95,121.7,50.73,12.95,0.61,20.76,131,Delhi,Monsoon
2020/09/23 00:00:00,24.25,86.04,39.68,8.88,1.46,21.08,85,Delhi,Monsoon
2020/09/24 00:00:00,41.04,107.68,43.18,10.26,1.62,28.51,87,Delhi,Monsoon
2020/09/25 00:00:00,55.95,150.74,46.69,13.43,1.66,36.13,121,Delhi,Monsoon
2020/09/26 00:00:00,56.27,177.71,49.29,17.59,1.58,16.75,159,Delhi,Monsoon
2020/09/27 00:00:00,32.53,123.78,41.51,16.01,1.76,23.35,111,Delhi,Monsoon
2020/09/28 00:00:00,58.09,194.4,50.97,14.26,1.69,29.39,155,Delhi,Monsoon
2020/09/29 00:00:00,68.2,208.59,44.31,18.2,1.69,36.71,175,Delhi,Monsoon
2020/09/30 00:00:00,56.97,179.95,44.23,18.46,1.63,35.32,156,Delhi,Monsoon
2020/10/01 00:00:00,56.1,181.75,54.82,20.93,1.9,32.58,152,Delhi,Post-Monsoon
2020/10/02 00:00:00,77.48,205.47,45.75,18.41,1.38,41.31,165,Delhi,Post-Monsoon
2020/10/03 00:00:00,72.07,183.44,56.18,13.36,1.63,39.55,166,Delhi,Post-Monsoon
2020/10/04 00:00:00,75.88,205.06,60.72,20.9,1.38,43.14,168,Delhi,Post-Monsoon
2020/10/05 00:00:00,64.3,204.96,56.16,14.04,1.44,38.93,175,Delhi,Post-Monsoon
2020/10/06 00:00:00,74.02,216.54,68.23,20.25,1.75,34.67,171,Delhi,Post-Monsoon
2020/10/07 00:00:00,79.4,239.85,76.6,22.25,1.96,31.84,220,Delhi,Post-Monsoon
2020/10/08 00:00:00,76.24,223.68,66.55,24.6,1.69,34.96,189,Delhi,Post-Monsoon
2020/10/09 00:00:00,86.41,238.46,69.2,21.35,1.76,36.14,197,Delhi,Post-Monsoon
2020/10/10 00:00:00,91.66,237.52,61.34,22.66,1.69,39.52,206,Delhi,Post-Monsoon
2020/10/11 00:00:00,98.49,239.72,64.39,21.42,1.88,35,212,Delhi,Post-Monsoon
2020/10/12 00:00:00,115.96,295.39,99.21,20.36,2.97,32.43,263,Delhi,Post-Monsoon
2020/10/13 00:00:00,67.47,340.92,105.61,17.08,4.01,27.75,298,Delhi,Post-Monsoon
2020/10/14 00:00:00,89.65,343.85,98.54,23.69,3.18,26.37,267,Delhi,Post-Monsoon
2020/10/15 00:00:00,125.24,314.2,89.52,21.2,2.24,24.32,327,Delhi,Post-Monsoon
2020/10/16 00:00:00,113.17,257.57,91.06,24.31,2.11,32.07,236,Delhi,Post-Monsoon
2020/10/17 00:00:00,126.42,288.51,97.7,27.18,2.49,30.09,276,Delhi,Post-Monsoon
2020/10/18 00:00:00,78.94,251.35,76.09,14.88,1.88,26.64,228,Delhi,Post-Monsoon
2020/10/19 00:00:00,39.5,286.55,77.1,18.89,1.75,31.9,92,Delhi,Post-Monsoon
2020/10/22 00:00:00,188.11,366.33,141.99,19.87,2.25,27.12,315,Delhi,Post-Monsoon
2020/10/23 00:00:00,249.59,329.88,104.2,17.8,2.48,32.59,376,Delhi,Post-Monsoon
2020/10/24 00:00:00,221.92,401.68,92.14,9.14,2.43,22.05,361,Delhi,Post-Monsoon
