Month/ year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI,Average AQI monthly
,10/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.29,99.68,28.48,20.94,18.14,1.38,9.66,98.00 ,
,11/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.17,100.58,31.9,22.06,18.58,1.59,10.3,99.00 ,
,12/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.16,109.88,36.2,24.97,19.21,1.89,9.68,100.00 ,
,13/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.3,105.95,25.96,24.06,18.74,1.63,8.8,101.00 ,
,14/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.87,103.31,24.28,23.74,18.39,1.49,10.52,102.00 ,
,15/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.85,115.23,25.31,41.58,21.07,1.76,8.52,103.00 ,
,16/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.02,159.89,42.3,19.43,20.49,2.51,11.37,140.00 ,
,17/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.21,142.95,40.37,16.34,21.58,2.59,11.06,136.00 ,
,18/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.99,119.14,33.74,14.01,22.25,2.23,9.84,119.00 ,
,19/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.64,91.05,23.41,11.78,20.46,1.74,6.63,92.00 ,
,20/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.02,66.62,25.06,13.12,19.76,1.37,5.76,69.00 ,
,21/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),8.6,45.6,16.06,10.22,19.14,1.15,4.34,55.00 ,
,22/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),11.96,58.17,22.33,10.67,17.76,1.04,5.47,55.00 ,
,23/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.19,77.01,25.71,11.56,17.26,1.14,8.12,68.00 ,
,24/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.27,98.56,26.34,11.32,17.33,1.33,12.18,89.00 ,
,25/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.07,102.73,35.63,12.16,18.67,1.84,11.61,104.00 ,
,26/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.29,114.54,42.81,10.39,19.09,2.1,15.82,103.00 ,
,27/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),27.22,120.96,36.52,10.55,20.48,2.19,9.45,116.00 ,
,28/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.54,111.73,45.17,11.52,21.77,1.91,10.15,104.00 ,
,29/02/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.14,127.77,38.86,10.39,22.9,2.25,10.04,121.00 ,
Mar/24,01/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.13,148.06,24.21,9.75,24.5,1.8,7.33,136.00 ,92.55 
,02/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.3,58.21,17.69,9.11,25.45,1.07,4.91,75.00 ,
,03/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),9.83,54.71,21.23,8.12,20.78,0.79,6.7,52.00 ,
,04/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.04,56.53,25.93,8.32,18.64,1.01,10.22,54.00 ,
,05/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.98,103.28,32.65,8.41,19.13,1.47,12.14,86.00 ,
,06/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.93,103.02,39.96,7.66,21.5,1.88,10.77,102.00 ,
,07/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.24,99.69,35.96,8.48,20.86,1.52,13.6,93.00 ,
,08/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.31,115.55,36.63,8.51,20.6,1.59,10.56,110.00 ,
,09/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.2,112.53,32.52,8.06,19.67,1.64,10.4,106.00 ,
,11/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.83,112.05,37.63,7.33,21.37,1.76,10.91,90.00 ,
,12/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.14,121.5,33.5,7.47,22.6,1.45,11.68,68.00 ,
,13/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.33,77.62,24.84,7.75,20.75,1.16,6.97,86.00 ,
,14/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.07,80.57,23.26,7.7,19.67,1.08,7.06,72.00 ,
,15/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.01,117.49,20.65,6.4,18.89,1.03,8.15,110.00 ,
,16/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.92,116.31,10.9,6.55,19.06,1.31,8.29,111.00 ,
,18/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18.11,84.35,31.52,6,19.61,1.01,9.12,81.00 ,
,19/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.09,97.49,25.73,7.88,20.42,1.15,9.98,93.00 ,
,20/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.08,119.45,31.38,10.35,21.36,1.68,9.98,107.00 ,
,21/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.07,120.67,26.34,13.12,21.94,1.81,13.49,111.00 ,
,22/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.93,98.68,28.98,7.43,22.32,1.85,6.58,109.00 ,
,23/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.29,85.96,24.41,7.09,20.56,1.38,6.8,85.00 ,
,24/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.45,67.6,16.01,6.86,19.26,1.03,5.81,65.00 ,
,25/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.27,58.5,17.29,9.49,18.7,1.34,7.17,67.00 ,
,26/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.16,56.26,18.64,7.46,17.95,1.04,5.57,54.00 ,
,27/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.34,77.66,10.86,6.59,18.42,1.12,4.54,62.00 ,
,28/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),36.69,132.3,8.96,6.33,18.83,1.21,4.14,117.00 ,
,29/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.22,134.16,15.54,6.06,18.57,1.16,4.56,121.00 ,
,30/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.46,155.1,16.29,7.89,18.22,1.27,4.78,125.00 ,
,31/03/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.5,156.31,15.84,16.92,18.15,1.25,6.33,136.00 ,
Apr/24,01/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),53.41,183.21,18.66,19.24,17.93,1.22,7.17,143.00 ,107.43 
,02/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),66.96,219.56,19.99,12.57,17.67,1.14,6.71,192.00 ,
,03/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),48.43,137.21,18.3,10.34,17.42,1.2,6.78,143.00 ,
,04/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.73,109.83,17.3,14.72,17.34,1.19,6.04,105.00 ,
,05/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),39.94,126.81,16.17,27.12,17.64,1.14,5.82,104.00 ,
,06/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.72,148.41,17.95,43.89,18.36,1.32,9.63,135.00 ,
,07/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.1,97.92,16.75,33.64,17.44,1.07,9.19,116.00 ,
,08/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.94,98.33,13.29,26.4,17.01,1.03,6.46,85.00 ,
,09/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.67,104.16,11.59,29.81,17.34,1.07,5.49,106.00 ,
,10/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.56,94.73,16.62,19.5,16.6,1.04,5.05,93.00 ,
,11/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.5,87.56,11.92,23.67,16.64,1.06,6.3,88.00 ,
,12/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.5,79.24,10.24,27.44,16.67,0.95,5.26,77.00 ,
,13/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.89,71.02,14.41,21.09,16.08,0.88,5.36,74.00 ,
,14/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.51,78.77,9.77,32.98,16.56,0.94,4.98,78.00 ,
,15/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),44.95,135.76,7.34,127.02,25.01,1.46,6.71,88.00 ,
,16/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),50.82,148.59,28.43,5.49,22.74,1.61,7.13,137.00 ,
,17/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.84,81.66,20.24,4.18,18.82,0.92,7.24,106.00 ,
,18/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),38.63,104.36,18.58,4.95,17.31,1,5.21,89.00 ,
,19/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.59,92.64,18.47,4.64,16.5,0.89,5.41,89.00 ,
,20/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),38.96,120.34,22.54,3.74,15.7,0.88,6.25,116.00 ,
,21/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.97,80.91,21.54,3.58,14.86,0.83,5.37,88.00 ,
,22/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.01,78.78,25.84,4.08,14.54,0.86,5.83,72.00 ,
,23/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.66,98.2,18.06,5.96,15.27,0.98,5.29,87.00 ,
,24/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.52,107.73,13.6,7.93,15.89,0.92,5.38,105.00 ,
,25/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.89,105.76,15.48,7.72,15.85,0.92,4.73,107.00 ,
,26/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.04,110.64,15.29,7.47,16.12,1.14,4.85,97.00 ,
,27/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.07,124.65,15.81,9.29,16.66,1.15,5.63,105.00 ,
,28/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),48.65,158.5,20.63,9.62,17.48,1.2,7.6,129.00 ,
,29/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),43.75,145.29,19.38,13.76,17.41,1.22,6.29,143.00 ,
,30/04/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),45.81,145.9,16.85,8.86,17.57,1.14,6.35,126.00 ,
May/24,01/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),33.46,103.42,11.85,7.62,16.57,0.83,5.91,118.00 ,83.60 
,02/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),41.53,121.94,12.11,5.95,15.6,0.79,6.11,101.00 ,
,03/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),37.58,108.35,27.91,15.65,16.18,0.91,5.95,118.00 ,
,04/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.03,84.91,10.05,10.39,15.99,0.87,5.16,89.00 ,
,05/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.12,72.66,25.29,21.28,16.17,0.87,5.05,73.00 ,
,06/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.92,68.51,12.84,16.85,15.48,0.78,4.31,74.00 ,
,07/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.86,72.65,14.51,17.08,15.48,0.72,4.57,70.00 ,
,08/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.7,77.09,12.56,14.2,15.27,0.73,4.56,78.00 ,
,09/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.05,63.6,13.92,14.69,15.57,0.77,4.18,66.00 ,
,10/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.9,73.2,11.09,11.04,15.3,0.87,4.16,69.00 ,
,11/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.24,83.68,10.33,16.54,15.42,0.91,4.05,78.00 ,
,12/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.49,74.7,10.12,16.05,15.21,0.84,4.26,76.00 ,
,13/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),32.4,114.53,19.31,36.15,19.78,1.35,4.6,78.00 ,
,14/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),49.48,131.62,12.82,20.53,16.81,1.5,6.13,138.00 ,
,15/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),40.61,117.57,20.33,18.67,16.93,1.35,7.77,115.00 ,
,16/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),35.18,109.36,13.13,13.02,16.4,1.05,5.36,99.00 ,
,17/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28,82.93,14.8,9.29,16.29,1,6.17,97.00 ,
,18/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),28.57,80.8,9.38,4.22,15.72,0.78,5.4,78.00 ,
,19/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.1,74.26,5.2,5.21,15.41,0.7,5.01,81.00 ,
,20/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18.98,54.22,5.56,5.51,15.28,0.63,4.57,56.00 ,
,21/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.4,74.3,10.43,4.36,15.37,0.75,4.47,64.00 ,
,22/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.85,67.17,2.93,3.8,15.5,0.71,8.2,69.00 ,
,23/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.66,68.07,5.5,4.03,15.64,0.71,10.4,70.00 ,
,24/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.04,64.83,6.7,4.4,16.07,0.75,10.8,66.00 ,
,25/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.58,68.85,3.67,4.7,15.69,0.74,11.04,69.00 ,
,26/05/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.89,68.8,6.63,9.09,13.42,0.59,11.01,,
Jun/24,04/06/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),26.08,80.39,4.71,8.3,17.91,0.72,14.17,83.00 ,74.50 
,05/06/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.53,59.81,37.88,9.11,16.75,0.75,8.69,66.00 ,
Jul/24,08/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.41,36.22,16.38,3.53,13.08,0.32,13.78,41.00 ,44.67 
,09/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.12,37.05,15.73,3.39,13.96,0.31,13.43,36.00 ,
,10/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.7,50.68,18.52,3.99,14.74,0.36,0.13,47.00 ,
,11/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.94,39.49,17.62,3.8,14.52,0.35,0.81,39.00 ,
,12/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.2,39.78,16.96,3.66,14.77,0.33,1.23,40.00 ,
,13/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),11.98,32.61,13.79,2.98,14.12,0.27,6,37.00 ,
,14/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.59,51.08,16.07,3.47,13.76,0.32,2.92,42.00 ,
,15/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.97,48.74,19.89,4.29,14.7,0.39,10.03,54.00 ,
,16/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.69,44.97,16.1,3.47,14.51,0.32,12.15,43.00 ,
,17/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.92,42.37,14.96,3.22,14.17,0.29,12.64,45.00 ,
,18/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.32,24,16.03,3.46,13.68,0.31,12.76,,
,19/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.73,37.63,13.35,2.88,13.08,0.26,12.67,,
,20/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.7,33.28,12.65,2.73,12.76,0.25,12.81,33.00 ,
,21/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.17,27.1,12.53,2.7,12.36,0.25,12.41,31.00 ,
,22/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.61,40.2,12.32,2.66,12.09,0.24,10.54,39.00 ,
,23/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.34,41.35,13.73,2.96,12.27,0.27,7.36,,
,24/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.4,47.77,13.2,2.85,12.36,0.26,2.95,46.00 ,
,25/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.83,42.59,14.4,3.11,13.25,0.28,0.58,42.00 ,
,26/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.73,59.43,12.58,2.71,12.91,0.25,7.68,52.00 ,
,27/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.8,63.16,12.96,2.8,13.78,0.25,8.83,65.00 ,
,28/07/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.74,74.58,15.29,3.3,12.45,0.3,8.64,72.00 ,
Aug/24,09/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.19,55.07,11.03,2.38,12.14,0.22,22.21,56.00 ,57.39 
,10/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.49,48.16,12.8,2.76,12.59,0.25,22.24,50.00 ,
,11/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.65,43.62,11.25,2.43,12.71,0.22,22.06,46.00 ,
,12/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.23,69.53,10.83,2.34,12.42,0.21,22.13,58.00 ,
,13/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.99,64.43,12.37,2.67,13.46,0.25,22.26,67.00 ,
,14/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.21,91.11,14.88,3.21,14.91,0.29,22.33,83.00 ,
,15/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18.67,82.38,14.09,3.04,15.89,0.28,22.29,91.00 ,
,16/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.42,81.75,14.35,3.1,23.28,0.28,22.26,78.00 ,
,17/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.28,80.01,13.93,3,25.76,0.27,22.35,70.00 ,
,18/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.69,96.71,14.11,3.04,19.15,0.28,22.17,99.00 ,
,19/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.71,83.12,16.89,3.64,28.67,0.33,22.12,88.00 ,
,20/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),20.42,44.79,21.82,4.71,37.89,0.43,22.46,59.00 ,
,21/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),25.79,65.95,21.79,4.7,21.37,0.43,22.37,53.00 ,
,22/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.47,63.52,20.17,4.35,19.04,0.39,22.33,78.00 ,
,23/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.15,38.97,14.27,3.08,15.92,0.28,27.72,36.00 ,
,24/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.72,26.69,24.81,5.35,21.2,0.5,31.28,32.00 ,
,25/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.48,31.34,11.47,2.47,10.47,0.22,28.35,31.00 ,
,26/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.43,40.19,11.07,2.39,8.92,0.22,7.33,38.00 ,
,27/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.21,34.8,10.27,2.22,8.41,0.2,7.38,37.00 ,
,28/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.61,40.53,9.9,2.14,7.83,0.19,7.3,37.00 ,
,29/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.06,42.31,9.92,2.14,7.29,0.19,7.16,41.00 ,
,30/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.94,48.43,36.52,7.88,20.47,0.71,7.3,46.00 ,
,31/08/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.01,29.24,10.48,2.26,26.51,0.21,7.5,46.00 ,
Sep/24,02/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.93,65.36,14.83,3.2,14.54,0.29,7.29,,54.38 
,03/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.16,52.7,6.37,1.37,8.49,0.12,7.43,50.00 ,
,04/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.03,47.73,6.75,1.46,7.75,0.13,7.18,52.00 ,
,05/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),16.31,41.84,6.83,1.47,7.57,0.13,7.28,42.00 ,
,06/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.5,53.03,6.54,1.41,7.09,0.13,7.51,46.00 ,
,07/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.93,44.93,6.37,1.37,6.76,0.12,7.23,51.00 ,
,08/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.88,46.58,6.08,1.31,6.48,0.12,7.24,43.00 ,
,09/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.62,41.1,6.91,1.49,6.59,0.14,7.25,46.00 ,
,10/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),13.18,38.59,6.34,1.37,7.97,0.12,7.37,,
,11/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.69,44.87,7.51,1.62,7.94,0.15,7.15,42.00 ,
,12/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),18.28,52.37,6.49,1.4,7.57,0.13,7.45,46.00 ,
,13/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),19.37,56.82,5.81,1.25,6.9,0.11,7.31,60.00 ,
,14/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),15.1,52.2,7.08,1.53,6.69,0.14,7.34,51.00 ,
,15/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.73,53.25,10.61,2.29,7.05,0.21,7.35,47.00 ,
,16/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),27.11,77.05,12.41,2.68,7.4,0.24,7.5,72.00 ,
,17/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.57,75.8,10.93,2.36,7.55,0.21,7.22,80.00 ,
,18/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),30.96,86.18,10.27,2.21,7.59,0.2,7.27,84.00 ,
,19/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.95,91.73,8.89,1.92,7.1,0.17,7.13,87.00 ,
,20/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),31.53,90.18,10.3,2.22,7.35,0.2,7.34,92.00 ,
,21/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23.02,78.79,8.7,1.88,7,0.17,7.33,80.00 ,
,22/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),24.95,84.08,8.22,1.77,6.8,0.16,7.21,82.00 ,
,23/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),29.47,84.07,8.85,1.91,6.19,0.17,7.46,,
,24/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.8,43.67,9.29,2,7.31,0.18,7.46,54.00 ,
,25/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.52,34.18,10.05,2.17,8.19,0.2,7.3,39.00 ,
,26/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.69,31.71,9.96,2.15,7.04,0.2,7.23,34.00 ,
,27/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),7.88,24.04,8.21,1.77,6.79,0.16,7.28,26.00 ,
,28/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),8.19,25.96,8.48,1.83,6.5,0.17,7.39,25.00 ,
,29/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),10.87,36,9.2,1.98,6.44,0.18,7.35,33.00 ,
,30/09/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),21.51,63.28,13.9,3,7.15,0.27,7.3,50.00 ,
Oct/24,01/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23,109.97,13.58,2.93,7.2,0.27,7.38,88.00 ,80.78 
,02/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23,121.07,12.94,2.79,7.22,0.25,7.36,125.00 ,
,03/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23,75.88,8.52,1.84,6.81,0.17,7.32,80.00 ,
,04/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23,69.25,8.29,1.79,6.75,0.16,7.43,76.00 ,
,05/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23,67.95,9.57,2.06,6.89,0.19,7.29,65.00 ,
,06/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23,80.6,11.81,2.55,7.06,0.23,7.38,71.00 ,
,07/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),23,124.29,15.09,3.25,7.4,0.3,7.31,99.00 ,
,08/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),22.63,122.97,15.51,3.35,7.82,0.3,7.29,127.00 ,
,09/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.6,53.79,13.35,2.88,7.63,0.26,7.4,78.00 ,
,10/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),17.6,47.24,12.17,2.63,7.4,0.24,7.37,39.00 ,
,11/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),14.29,47.37,11.29,2.43,7.13,0.22,7.36,,
,12/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.65,51.96,12.53,2.7,7.27,0.25,7.38,54.00 ,
,13/10/2024,Mumbai - Chhatrapati Shivaji Intl. Airport (T2),12.6,62.97,13.74,2.96,7.13,0.27,7.14,61.00 ,
